GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input,ClosedInputStreamTest,0,18,0,0,0,4,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input,BoundedInputStreamTest,0,275,0,8,0,33,0,8,0,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input,ObservableInputStreamTest.LastByteKeepingObserver,0,25,0,0,0,11,0,4,0,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input,CharacterSetFilterReaderTest,0,328,0,0,0,65,0,11,0,11
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input,TailerTest,45,1198,8,26,5,240,8,25,0,16
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input,NullInputStreamTest,71,404,0,14,16,87,0,14,0,7
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input,TaggedInputStreamTest,35,187,0,0,12,47,0,5,0,5
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input,ReversedLinesFileReaderTestParamBlockSize,18,554,1,7,4,93,1,26,0,23
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input,ReaderInputStreamTest,4,312,4,14,0,68,4,17,0,12
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input,BrokenInputStreamTest,54,57,0,0,14,23,0,7,0,7
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input,CharSequenceInputStreamTest,48,907,14,54,7,183,14,66,2,44
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input.buffer,CircularBufferInputStreamTest,82,103,6,11,6,26,6,6,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,XmlStreamWriterTest,0,189,0,6,0,61,0,21,0,18
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,NullWriterTest,0,48,0,0,0,10,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,WriterOutputStreamTest,16,222,4,6,4,62,2,19,0,16
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,NullPrintStreamTest,0,53,0,0,0,16,0,4,0,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,LockableFileWriterTest,56,329,0,0,7,81,0,10,0,10
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,AppendableOutputStreamTest,0,39,0,0,0,10,0,4,0,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ChunkedWriterTest,12,81,0,0,2,17,1,4,1,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ThresholdingOutputStreamTest,0,32,0,0,0,8,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,NullOutputStreamTest,0,53,0,0,0,16,0,4,0,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ThresholdingOutputStreamTest.new ThresholdingOutputStream() {...},0,23,0,0,0,5,0,3,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ProxyWriterTest,65,488,7,1,19,77,4,22,0,22
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,TeeOutputStreamTest.RecordCloseByteArrayOutputStream,0,6,0,0,0,3,0,1,0,1
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,TeeOutputStreamTest.ExceptionOnCloseByteArrayOutputStream,0,4,0,0,0,1,0,1,0,1
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,CloseShieldOutputStreamTest,7,47,0,0,2,12,0,3,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,FileWriterWithEncodingTest,51,401,2,4,12,109,2,18,0,17
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,BrokenOutputStreamTest,37,45,0,0,10,17,0,5,0,5
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ProxyOutputStreamTest.new ByteArrayOutputStream() {...},3,9,1,1,1,3,1,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,TeeOutputStreamTest,24,221,0,8,4,45,0,9,0,5
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ProxyOutputStreamTest,0,47,0,0,0,12,0,4,0,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,DeferredFileOutputStreamTest,63,709,0,0,29,151,0,13,0,13
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ByteArrayOutputStreamTestCase,11,477,4,16,4,99,4,16,0,10
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,StringBuilderWriterTest,9,340,0,0,1,67,0,14,0,14
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,CloseShieldOutputStreamTest.new ByteArrayOutputStream() {...},5,6,0,0,2,1,1,1,1,1
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ProxyWriterTest.new OutputStreamWriter() {...},0,12,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ChunkedOutputStreamTest.new ByteArrayOutputStream() {...},0,19,0,0,0,4,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,TaggedOutputStreamTest,43,154,0,0,16,38,0,4,0,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ChunkedWriterTest.new OutputStreamWriter() {...},0,20,0,0,0,4,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,CountingOutputStreamTest,12,204,0,10,4,40,0,9,0,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ClosedOutputStreamTest,9,23,0,0,4,7,0,3,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.output,ChunkedOutputStreamTest,11,60,0,0,3,16,1,4,1,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.testtools,TestUtils,69,380,8,24,12,75,8,22,0,14
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.testtools,SystemDefaultsSwitch,2,32,1,3,1,8,1,4,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.testtools,YellOnFlushAndCloseOutputStream,16,23,3,1,5,10,3,3,1,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.testtools,SystemDefaultsSwitch.new Statement() {...},0,24,0,0,0,7,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.testtools,YellOnCloseInputStream,5,4,0,0,1,2,1,1,1,1
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,ThreadMonitorTestCase,28,40,0,0,6,20,0,4,0,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,DirectoryWalkerTestCase.TestMultiThreadCancelWalker,5,63,0,6,1,20,0,9,0,6
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,DirectoryWalkerTestCaseJava4.TestCancelWalker,5,57,0,6,1,17,0,8,0,5
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,LineIteratorTestCase.new BufferedReader() {...},0,12,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,CharsetsTestCase,0,97,0,0,0,26,0,9,0,9
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsWaitForTestCase,0,52,0,0,0,14,0,3,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,DirectoryWalkerTestCaseJava4.TestFalseFileFinder,0,7,0,0,0,3,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,ByteOrderMarkTestCase,55,341,0,0,8,52,0,11,0,11
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsCleanSymlinksTestCase,8,542,8,8,8,119,8,11,0,11
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,ByteOrderParserTest,5,18,0,0,2,6,1,4,1,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileCleanerTestCase,0,5,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,LineIteratorTestCase,84,581,3,17,28,158,3,32,0,25
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsDirectoryContainsTestCase,36,299,0,0,5,66,0,13,0,13
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,CopyUtilsTest,0,432,0,0,0,91,0,12,0,12
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,TaggedIOExceptionTest,0,34,0,0,0,9,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,DirectoryWalkerTestCase.TestFileFinderString,4,22,0,0,1,8,0,3,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FilenameUtilsWildcardTestCase,2,954,1,5,0,155,1,12,0,10
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsCopyToFileTestCase.CheckingInputStream,0,19,0,0,0,8,0,3,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsTestCase.new Reader() {...},3,6,0,0,2,1,2,1,2,1
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsTestCase.new Socket() {...},0,10,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsTestCase.new OutputStream() {...},1,6,0,0,1,1,1,1,1,1
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,DirectoryWalkerTestCaseJava4.TestFileFinder,4,32,0,0,1,12,0,5,0,5
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,DemuxTestCase.WriterThread,3,52,0,2,1,12,0,3,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsListFilesTestCase,9,452,0,4,2,104,0,10,0,8
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsTestCase.new File() {...},0,11,0,0,0,3,0,3,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsTestCase.ListDirectoryWalker,0,25,0,2,0,10,0,5,0,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,LineIteratorTestCase.new LineIterator() {...},0,25,0,2,0,3,0,3,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,DirectoryWalkerTestCaseJava4.TestMultiThreadCancelWalker,5,63,0,6,1,20,0,9,0,6
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,SelectorAdapter,17,3,0,0,9,1,9,1,9,1
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsCopyToFileTestCase,14,70,1,1,2,15,1,5,0,5
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,DemuxTestCase.ReaderThread,3,54,0,2,1,15,0,4,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsTestCase.new SelectorAdapter() {...},0,10,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,DirectoryWalkerTestCase.TestFileFinder,4,32,0,0,1,12,0,5,0,5
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,DirectoryWalkerTestCase.TestFalseFileFinder,0,7,0,0,0,3,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsTestCase.new Closeable() {...},0,10,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,HexDumpTest,16,844,0,42,4,140,0,25,0,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileSystemUtilsTestCase.new FileSystemUtils() {...},0,8,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsTestCase.new Closeable() {...},0,10,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsCleanDirectoryTestCase,23,195,6,6,8,43,6,8,0,8
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsTestCase.new Writer() {...},4,6,0,0,4,1,4,1,4,1
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileDeleteStrategyTestCase,49,236,3,3,10,67,3,7,0,7
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsTestCase.new Reader() {...},3,6,0,0,2,1,2,1,2,1
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsTestCase.new ServerSocket() {...},0,10,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsFileNewerTestCase,61,187,4,4,15,32,7,6,3,6
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileSystemUtilsTestCase.new FileSystemUtils() {...},0,12,0,2,0,2,0,3,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsTestCase.new OutputStream() {...},1,6,0,0,1,1,1,1,1,1
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileCleaningTrackerTestCase,129,714,13,9,25,156,10,18,0,17
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsTestCase.new File() {...},0,10,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsCopyTestCase,66,879,0,0,28,182,0,29,0,29
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,DirectoryWalkerTestCase,150,863,1,15,20,143,1,29,0,22
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsWaitForTestCase.new Runnable() {...},0,28,0,0,0,5,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,EndianUtilsTest,6,956,0,2,2,185,0,24,0,23
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsTestCase.new File() {...},0,9,0,0,0,2,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsTestCase.new InputStream() {...},2,6,0,0,1,1,1,1,1,1
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,DirectoryWalkerTestCaseJava4,80,795,1,13,10,133,1,26,0,20
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileSystemTestCase,7,325,1,25,1,36,1,18,0,6
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,DirectoryWalkerTestCase.TestCancelWalker,5,57,0,6,1,17,0,8,0,5
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOCaseTestCase,182,902,11,11,46,181,11,20,0,20
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileSystemUtilsTestCase,353,503,8,8,77,170,8,31,0,31
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsTestCase.new InputStream() {...},2,6,0,0,1,1,1,1,1,1
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsTestCase,247,2849,3,7,74,750,9,110,6,108
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsTestCase.new Writer() {...},4,6,0,0,4,1,4,1,4,1
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOUtilsWriteTestCase,86,1679,0,0,30,391,0,54,0,54
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FilenameUtilsTestCase,198,5763,8,8,41,814,9,40,1,40
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsTestCase.ShorterFile,0,9,0,0,0,3,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,IOExceptionWithCauseTestCase,0,49,0,0,0,13,0,4,0,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileUtilsTestCase,1091,6383,70,88,223,1525,73,156,4,146
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,FileSystemUtilsTestCase.MockFileSystemUtils,0,36,0,2,0,10,0,4,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io,DemuxTestCase,0,238,0,4,0,53,0,12,0,10
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.filefilter,OrFileFilterTestCase,0,810,0,2,0,144,0,14,0,13
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.filefilter,RegexFileFilterTestCase,72,194,3,3,14,33,3,3,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.filefilter,IOFileFilterAbstractTestCase.TesterTrueFileFilter,0,32,0,0,0,10,0,6,0,6
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.filefilter,FileFilterTestCase,656,4174,40,44,147,771,41,53,2,50
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.filefilter,AndFileFilterTestCase,0,822,0,2,0,144,0,14,0,13
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.filefilter,ConditionalFileFilterAbstractTestCase,2,456,1,11,0,88,1,12,0,7
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.filefilter,IOFileFilterAbstractTestCase.TesterFalseFileFilter,0,32,0,0,0,10,0,6,0,6
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.filefilter,IOFileFilterAbstractTestCase,94,183,6,12,12,25,4,14,1,8
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input.compatibility,XmlStreamReaderUtilitiesCompatibilityTest,0,40,0,0,0,8,0,3,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input.compatibility,XmlStreamReader,457,866,84,132,115,189,65,70,12,15
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input.compatibility,XmlStreamReaderUtilitiesCompatibilityTest.MockXmlStreamReader,0,11,0,0,0,2,0,1,0,1
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.input.compatibility,XmlStreamReaderException,0,25,0,0,0,6,0,3,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.comparator,DefaultFileComparatorTest,0,35,0,0,0,8,0,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.comparator,ComparatorAbstractTestCase,4,200,4,4,0,36,4,9,0,9
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.comparator,DirectoryFileComparatorTest,0,46,0,0,0,11,0,4,0,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.comparator,SizeFileComparatorTest,42,189,4,4,6,36,4,4,0,4
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.comparator,NameFileComparatorTest,7,122,7,7,0,19,7,3,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.comparator,CompositeFileComparatorTest,58,255,6,6,8,46,6,5,0,5
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.comparator,PathFileComparatorTest,7,122,7,7,0,19,7,3,0,3
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.comparator,LastModifiedFileComparatorTest,39,125,5,5,6,30,5,2,0,2
"commons-io-master (Jun 12, 2019 4:21:22 PM)/commons-io-master/src/test/java",org.apache.commons.io.comparator,ExtensionFileComparatorTest,7,122,7,7,0,19,7,3,0,3
