LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,removeFirstOccurrence,728,TIMED_OUT,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,removeFirstOccurrence,731,TIMED_OUT,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,removeFirstOccurrence,723,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testPossibleBug(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,removeFirstOccurrence,727,TIMED_OUT,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,removeFirstOccurrence,733,TIMED_OUT,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,removeLast,552,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testRemoveLast(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,removeLast,555,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testRemoveLast(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,removeLastOccurrence,739,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testRemoveLastOccurrence(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,removeLastOccurrence,745,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testRemoveLastOccurrence(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,removeLastOccurrence,744,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testRemoveLastOccurrence(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,removeLastOccurrence,740,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testRemoveLastOccurrence(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,removeLastOccurrence,747,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testRemoveLastOccurrence(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,removeLastOccurrence,750,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testRemoveLastOccurrence(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,removeLastOccurrence,742,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testRemoveLastOccurrence(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,removeLastOccurrence,746,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testRemoveLastOccurrence(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,removeLastOccurrence,752,SURVIVED,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,size,1006,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testClear(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,size,1004,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testClear(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,size,1008,TIMED_OUT,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,take,842,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testTake(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,takeFirst,589,TIMED_OUT,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,takeFirst,592,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testTake(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,takeFirst,586,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testTake(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,takeFirst,590,TIMED_OUT,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,takeFirst,594,TIMED_OUT,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,takeLast,609,TIMED_OUT,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,takeLast,612,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testTakeLast(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,takeLast,606,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testTakeLast(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,takeLast,610,NO_COVERAGE,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,takeLast,614,SURVIVED,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,toArray,1099,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testToArray(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,toArray,1098,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testToArray(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,toArray,1101,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testToArray(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,toArray,1094,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testToArray(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,toArray,1103,SURVIVED,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,toArray,1115,SURVIVED,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,toArray,1123,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testToArray(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,toArray,1121,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testToArray(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,toArray,1115,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testToArray(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,toArray,1120,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testToArray(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,toArray,1123,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testToArray(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,toArray,1126,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testToArray(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,toArray,1113,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testToArray(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,toArray,1128,SURVIVED,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,toString,1136,SURVIVED,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,toString,1134,KILLED,org.apache.commons.pool2.impl.TestSoftReferenceObjectPool.testToString(org.apache.commons.pool2.impl.TestSoftReferenceObjectPool)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,toString,1138,SURVIVED,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,unlink,359,KILLED,org.apache.commons.pool2.impl.TestGenericObjectPool.testEvictLIFO(org.apache.commons.pool2.impl.TestGenericObjectPool)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,unlink,349,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testIterator(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,unlink,351,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testRemoveLastOccurrence(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,unlink,360,TIMED_OUT,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,unlinkFirst,309,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testDrainTo(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,unlinkFirst,296,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testOfferFirst(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,unlinkFirst,304,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testDrainTo(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,unlinkFirst,297,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testPollFirst(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,unlinkFirst,311,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testOfferFirst(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,unlinkFirst,310,TIMED_OUT,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,unlinkLast,335,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testRemoveLastOccurrence(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,unlinkLast,322,TIMED_OUT,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,unlinkLast,330,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testRemoveLast(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,unlinkLast,323,KILLED,org.apache.commons.pool2.impl.TestLinkedBlockingDeque.testPollLast(org.apache.commons.pool2.impl.TestLinkedBlockingDeque)
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,unlinkLast,337,TIMED_OUT,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,unlinkLast,336,TIMED_OUT,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,writeObject,1346,NO_COVERAGE,none
LinkedBlockingDeque.java,org.apache.commons.pool2.impl.LinkedBlockingDeque,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,writeObject,1341,NO_COVERAGE,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,<init>,1147,KILLED,org.apache.commons.pool2.TestPoolUtils.testSynchronizedPoolableFactoryPoolableObjectFactory(org.apache.commons.pool2.TestPoolUtils)
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,activateObject,1197,KILLED,org.apache.commons.pool2.TestPoolUtils.testSynchronizedPoolableFactoryPoolableObjectFactory(org.apache.commons.pool2.TestPoolUtils)
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,activateObject,1199,KILLED,org.apache.commons.pool2.TestPoolUtils.testSynchronizedPoolableFactoryPoolableObjectFactory(org.apache.commons.pool2.TestPoolUtils)
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,activateObject,1201,SURVIVED,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,destroyObject,1171,KILLED,org.apache.commons.pool2.TestPoolUtils.testSynchronizedPoolableFactoryPoolableObjectFactory(org.apache.commons.pool2.TestPoolUtils)
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,destroyObject,1173,KILLED,org.apache.commons.pool2.TestPoolUtils.testSynchronizedPoolableFactoryPoolableObjectFactory(org.apache.commons.pool2.TestPoolUtils)
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,destroyObject,1175,SURVIVED,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,makeObject,1160,SURVIVED,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,makeObject,1158,KILLED,org.apache.commons.pool2.TestPoolUtils.testSynchronizedPoolableFactoryPoolableObjectFactory(org.apache.commons.pool2.TestPoolUtils)
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,makeObject,1162,SURVIVED,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,passivateObject,1210,KILLED,org.apache.commons.pool2.TestPoolUtils.testSynchronizedPoolableFactoryPoolableObjectFactory(org.apache.commons.pool2.TestPoolUtils)
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,passivateObject,1212,KILLED,org.apache.commons.pool2.TestPoolUtils.testSynchronizedPoolableFactoryPoolableObjectFactory(org.apache.commons.pool2.TestPoolUtils)
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,passivateObject,1214,SURVIVED,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,toString,1227,SURVIVED,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$SynchronizedPooledObjectFactory,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,validateObject,1186,SURVIVED,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,addObject,1518,KILLED,org.apache.commons.pool2.TestPoolUtils.testErodingPoolObjectPool(org.apache.commons.pool2.TestPoolUtils)
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,borrowObject,1460,TIMED_OUT,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,clear,1542,TIMED_OUT,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,close,1551,TIMED_OUT,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getNumActive,1534,KILLED,org.apache.commons.pool2.TestPoolUtils.testErodingPoolObjectPool(org.apache.commons.pool2.TestPoolUtils)
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,getNumIdle,1526,KILLED,org.apache.commons.pool2.TestPoolUtils.testErodingPoolObjectPool(org.apache.commons.pool2.TestPoolUtils)
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,invalidateObject,1506,NO_COVERAGE,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,returnObject,1479,TIMED_OUT,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,returnObject,1482,TIMED_OUT,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,returnObject,1479,KILLED,org.apache.commons.pool2.TestPoolUtils.testErodingPoolObjectPool(org.apache.commons.pool2.TestPoolUtils)
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,returnObject,1482,TIMED_OUT,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,returnObject,1490,KILLED,org.apache.commons.pool2.TestPoolUtils.testErodingPoolObjectPool(org.apache.commons.pool2.TestPoolUtils)
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,returnObject,1486,TIMED_OUT,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,returnObject,1491,TIMED_OUT,none
PoolUtils.java,org.apache.commons.pool2.PoolUtils$ErodingObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,returnObject,1493,KILLED,org.apache.commons.pool2.TestPoolUtils.testErodingPoolObjectPool(org.apache.commons.pool2.TestPoolUtils)
GenericKeyedObjectPool.java,org.apache.commons.pool2.impl.GenericKeyedObjectPool,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,<init>,107,KILLED,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testConstructorNullFactory(org.apache.commons.pool2.impl.TestGenericKeyedObjectPool)
GenericKeyedObjectPool.java,org.apache.commons.pool2.impl.GenericKeyedObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,<init>,108,SURVIVED,none
GenericKeyedObjectPool.java,org.apache.commons.pool2.impl.GenericKeyedObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,<init>,114,KILLED,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testConstructors(org.apache.commons.pool2.impl.TestGenericKeyedObjectPool)
GenericKeyedObjectPool.java,org.apache.commons.pool2.impl.GenericKeyedObjectPool,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,addIdleObject,1250,KILLED,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testKPOFClearUsages(org.apache.commons.pool2.impl.TestGenericKeyedObjectPool)
GenericKeyedObjectPool.java,org.apache.commons.pool2.impl.GenericKeyedObjectPool,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,addIdleObject,1254,KILLED,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testFIFO(org.apache.commons.pool2.impl.TestGenericKeyedObjectPool)
GenericKeyedObjectPool.java,org.apache.commons.pool2.impl.GenericKeyedObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,addIdleObject,1251,KILLED,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testKPOFAddObjectUsage(org.apache.commons.pool2.impl.TestGenericKeyedObjectPool)
GenericKeyedObjectPool.java,org.apache.commons.pool2.impl.GenericKeyedObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,addIdleObject,1255,KILLED,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testLIFO(org.apache.commons.pool2.impl.TestGenericKeyedObjectPool)
GenericKeyedObjectPool.java,org.apache.commons.pool2.impl.GenericKeyedObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,addIdleObject,1257,KILLED,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testFIFO(org.apache.commons.pool2.impl.TestGenericKeyedObjectPool)
GenericKeyedObjectPool.java,org.apache.commons.pool2.impl.GenericKeyedObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,addObject,1230,KILLED,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testClosedPoolBehavior(org.apache.commons.pool2.impl.TestGenericKeyedObjectPool)
GenericKeyedObjectPool.java,org.apache.commons.pool2.impl.GenericKeyedObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,addObject,1234,KILLED,org.apache.commons.pool2.impl.TestGenericKeyedObjectPool.testKPOFAddObjectUsage(org.apache.commons.pool2.impl.TestGenericKeyedObjectPool)
GenericKeyedObjectPool.java,org.apache.commons.pool2.impl.GenericKeyedObjectPool,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,addObject,1236,TIMED_OUT,none
