Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.apache.commons.io.FileUtilsTestCase.testToFile5()",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,3,3,0,3,1,0,3,4,3,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testToFileUtf8()",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,3,3,0,4,1,0,3,4,3,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testToFiles1()",,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,10,4,7,0,4,1,0,5,6,3,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testToFiles2()",,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,10,4,7,0,4,1,0,5,6,3,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testToFiles3()",,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,5,3,3,0,2,1,0,3,4,3,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testToFiles3a()",,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,5,3,3,1,2,1,0,3,4,3,1,1,1,1,1,0,,,,,0,,0,0,,,0.20,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testToFiles4()",,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,11,3,7,0,2,2,0,3,5,2,3,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testToURLs1()",,,,,,,,,,,,,,,,,,,,,,,,,,1,18,2,15,4,12,1,7,1,0,9,10,3,7,1,1,1,1,0,,,,,0,,0,0,,,0.07,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testToURLs3a()",,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,5,3,3,1,2,1,0,3,4,3,1,1,1,1,1,0,,,,,0,,0,0,,,0.20,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testTouch()",,,,,,,,,,,,,,,,,,,,,,,,,,0,24,0,24,6,21,1,13,2,0,20,22,6,16,2,2,2,1,0,,,,,0,,1,0,,,0.04,2,2,2,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteByteArrayToFile()",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,3,4,0,3,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteByteArrayToFile_WithAppendOptionFalse_ShouldDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,0,10,2,8,4,6,0,7,1,0,6,7,4,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteByteArrayToFile_WithAppendOptionTrue_ShouldNotDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,0,11,2,9,5,7,0,7,1,0,6,7,4,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteByteArrayToFile_WithOffsetAndLength()",,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,8,4,6,0,4,1,0,6,7,4,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteByteArrayToFile_WithOffsetAndLength_WithAppendOptionTrue_ShouldDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,1,11,2,9,5,7,0,7,1,0,7,8,5,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteByteArrayToFile_WithOffsetAndLength_WithAppendOptionTrue_ShouldNotDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,1,11,2,9,5,7,0,7,1,0,7,8,5,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteCharSequence1()",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,3,4,0,4,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteCharSequence2()",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,3,4,0,4,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteLinesEncoding_WithAppendOptionFalse_ShouldDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,1,13,2,11,6,9,0,7,1,0,7,8,5,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteLinesEncoding_WithAppendOptionTrue_ShouldNotDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,1,14,2,12,6,10,0,7,1,0,7,8,5,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteLines_3arg_nullSeparator()",,,,,,,,,,,,,,,,,,,,,,,,,,1,14,2,12,8,10,0,6,1,0,7,8,6,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteLines_3argsWithAppendOptionFalse_ShouldDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,1,13,2,11,6,9,0,7,1,0,7,8,5,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteLines_3argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,1,14,2,12,6,10,0,7,1,0,7,8,5,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteLines_4arg()",,,,,,,,,,,,,,,,,,,,,,,,,,0,12,2,10,7,8,0,6,1,0,7,8,6,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteLines_4arg_Writer_nullData()",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1,5,2,3,0,5,1,0,3,4,2,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteLines_4arg_nullSeparator()",,,,,,,,,,,,,,,,,,,,,,,,,,1,14,2,12,8,10,0,6,1,0,7,8,6,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteLines_4argsWithAppendOptionFalse_ShouldDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,1,13,2,11,6,9,0,7,1,0,7,8,5,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteLines_4argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,1,14,2,12,6,10,0,7,1,0,7,8,5,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteLines_5argsWithAppendOptionFalse_ShouldDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,1,13,2,11,6,9,0,7,1,0,7,8,5,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteLines_5argsWithAppendOptionTrue_ShouldNotDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,1,14,2,12,6,10,0,7,1,0,7,8,5,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteStringToFile1()",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,3,4,0,4,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteStringToFile2()",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,3,4,0,4,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteStringToFile3()",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,3,4,0,4,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteStringToFileWithEncoding_WithAppendOptionFalse_ShouldDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,0,10,2,8,4,6,0,6,1,0,6,7,4,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteStringToFileWithEncoding_WithAppendOptionTrue_ShouldNotDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,0,11,2,9,5,7,0,6,1,0,6,7,4,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteStringToFile_WithAppendOptionFalse_ShouldDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,0,10,2,8,4,6,0,6,1,0,6,7,4,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteStringToFile_WithAppendOptionTrue_ShouldNotDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,0,11,2,9,5,7,0,6,1,0,6,7,4,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteWithEncoding_WithAppendOptionFalse_ShouldDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,0,10,2,8,4,6,0,6,1,0,6,7,4,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWriteWithEncoding_WithAppendOptionTrue_ShouldNotDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,0,11,2,9,5,7,0,6,1,0,6,7,4,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWrite_WithAppendOptionFalse_ShouldDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,0,10,2,8,4,6,0,6,1,0,6,7,4,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.testWrite_WithAppendOptionTrue_ShouldNotDeletePreviousFileLines()",,,,,,,,,,,,,,,,,,,,,,,,,,0,11,2,9,5,7,0,6,1,0,6,7,4,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.test_openInputStream_exists()",,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,7,2,4,0,5,1,0,3,5,2,3,1,1,1,1,0,,,,,0,,1,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.test_openInputStream_existsButIsDirectory()",,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,8,2,5,1,4,2,0,3,5,2,3,2,2,2,1,1,,,,,0,,1,0,,,0.12,2,2,2,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.test_openInputStream_notExists()",,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,7,2,4,1,3,2,0,2,4,2,2,2,2,2,1,1,,,,,0,,1,0,,,0.14,2,2,2,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.test_openOutputStream_exists()",,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,8,2,5,0,6,1,0,4,6,2,4,1,1,1,1,0,,,,,0,,1,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.test_openOutputStream_existsButIsDirectory()",,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,8,2,5,1,4,2,0,3,5,2,3,2,2,2,1,1,,,,,0,,1,0,,,0.12,2,2,2,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.test_openOutputStream_noParentCreateFile()",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.test_openOutputStream_noParentNoFile()",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.test_openOutputStream_notExists()",,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,7,2,4,0,5,1,0,3,5,2,3,1,1,1,1,0,,,,,0,,1,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTestCase.test_openOutputStream_notExistsCannotCreate()",,,,,,,,,,,,,,,,,,,,,,,,,,0,16,0,14,4,10,3,3,2,0,3,5,3,2,2,2,2,1,1,,,,,0,,1,0,,,0.21,2,2,2,1
Public Class,"org.apache.commons.io.FileUtilsWaitForTestCase",1,1,1,1,11,0,11,0,1,1,0,,0,0,,,,2,0,2,2,0,0,0,2,,37,3,26,10,16,8,,,,14,18,8,10,,,,,,1,1,1,1,,1,0,,0,0,0.31,2,2,2,2
Public Method,"org.apache.commons.io.FileUtilsWaitForTestCase.testWaitFor()",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,1,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsWaitForTestCase.testWaitForInterrupted()",,,,,,,,,,,,,,,,,,,,,,,,,,0,18,0,18,6,14,0,6,1,0,12,14,6,8,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Anonymous Class,"org.apache.commons.io.FileUtilsWaitForTestCase.testWaitForInterrupted.(Anon_1)",1,1,1,1,5,0,5,0,1,2,0,,0,0,,,,1,0,1,1,0,0,0,1,,7,0,7,1,6,0,,,,3,4,1,3,,,,,,1,1,1,1,,2,0,,0,0,0.00,1,1,1,1
Public Method,"org.apache.commons.io.FileUtilsWaitForTestCase.testWaitForInterrupted.(Anon_1).run()",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,0,4,0,5,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.apache.commons.io.FilenameUtils",4,4,5,2,32,0,13,17,1,1,0,,44,15,,,,1,0,45,45,2,10,0,33,,1619,91,641,131,417,897,,,,296,473,137,336,,,,,,22,22,31,14,,1,5,,0,0,1.40,186,186,230,134
Public Constructor,"org.apache.commons.io.FilenameUtils.FilenameUtils()",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Public Static Method,"org.apache.commons.io.FilenameUtils.concat(String,String)",,,,,,,,,,,,,,,,,,,,,,,,,,3,61,0,21,4,14,40,6,6,1,9,15,4,11,6,6,6,6,5,,,,,5,,1,5,,,1.90,6,6,6,6
Public Static Method,"org.apache.commons.io.FilenameUtils.directoryContains(String,String)",,,,,,,,,,,,,,,,,,,,,,,,,,4,41,4,13,2,7,24,3,6,1,4,8,1,7,4,4,4,3,2,,,,,2,,1,2,,,1.85,4,4,4,3
Private Static Method,"org.apache.commons.io.FilenameUtils.doGetFullPath(String,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,4,31,0,24,4,16,8,6,7,1,10,17,4,13,8,8,8,6,6,,,,,6,,2,6,,,0.33,8,8,8,6
Private Static Method,"org.apache.commons.io.FilenameUtils.doGetPath(String,int)",,,,,,,,,,,,,,,,,,,,,,,,,,5,24,0,17,5,12,7,6,4,1,9,13,5,8,4,4,6,4,3,,,,,3,,1,3,,,0.41,4,4,6,4
Private Static Method,"org.apache.commons.io.FilenameUtils.doNormalize(String,char,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,11,103,9,79,7,55,20,6,2379,3,44,65,11,54,22,22,31,12,15,,,,,15,,4,15,,,0.25,22,22,31,12
Public Static Method,"org.apache.commons.io.FilenameUtils.equals(String,String)",,,,,,,,,,,,,,,,,,,,,,,,,,4,14,0,3,1,1,11,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,3.67,1,1,1,1
Public Static Method,"org.apache.commons.io.FilenameUtils.equals(String,String,boolean,IOCase)",,,,,,,,,,,,,,,,,,,,,,,,,,10,31,1,19,3,11,11,3,7,1,6,11,1,10,5,5,8,1,1,,,,,0,,2,0,,,0.58,5,5,8,1
Public Static Method,"org.apache.commons.io.FilenameUtils.equalsNormalized(String,String)",,,,,,,,,,,,,,,,,,,,,,,,,,4,14,0,3,1,1,11,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,3.67,1,1,1,1
Public Static Method,"org.apache.commons.io.FilenameUtils.equalsNormalizedOnSystem(String,String)",,,,,,,,,,,,,,,,,,,,,,,,,,5,16,0,3,1,1,13,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,4.33,1,1,1,1
Public Static Method,"org.apache.commons.io.FilenameUtils.equalsOnSystem(String,String)",,,,,,,,,,,,,,,,,,,,,,,,,,4,14,0,3,1,1,11,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,3.67,1,1,1,1
Private Static Method,"org.apache.commons.io.FilenameUtils.failIfNullBytePresent(String)",,,,,,,,,,,,,,,,,,,,,,,,,,9,15,0,9,2,5,6,2,3,0,4,7,3,4,3,3,3,1,0,,,,,0,,2,0,,,0.67,3,3,3,1
Private Static Method,"org.apache.commons.io.FilenameUtils.getAdsCriticalOffset(String)",,,,,,,,,,,,,,,,,,,,,,,,,,4,21,0,14,3,9,7,3,4,1,6,10,3,7,4,4,4,4,4,,,,,4,,2,4,,,0.50,4,4,4,4
Public Static Method,"org.apache.commons.io.FilenameUtils.getBaseName(String)",,,,,,,,,,,,,,,,,,,,,,,,,,3,21,0,3,1,1,18,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,6.00,1,1,1,1
Public Static Method,"org.apache.commons.io.FilenameUtils.getExtension(String)",,,,,,,,,,,,,,,,,,,,,,,,,,8,38,0,10,2,6,28,3,3,0,4,7,2,5,3,3,3,3,2,,,,,2,,1,2,,,2.80,3,3,3,3
Public Static Method,"org.apache.commons.io.FilenameUtils.getFullPath(String)",,,,,,,,,,,,,,,,,,,,,,,,,,2,28,0,3,1,1,25,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,8.33,1,1,1,1
Public Static Method,"org.apache.commons.io.FilenameUtils.getFullPathNoEndSeparator(String)",,,,,,,,,,,,,,,,,,,,,,,,,,3,29,0,3,1,1,26,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,8.67,1,1,1,1
Public Static Method,"org.apache.commons.io.FilenameUtils.getName(String)",,,,,,,,,,,,,,,,,,,,,,,,,,4,26,0,8,2,5,18,4,2,0,4,6,2,4,2,2,2,1,1,,,,,0,,1,0,,,2.25,2,2,2,1
Public Static Method,"org.apache.commons.io.FilenameUtils.getPath(String)",,,,,,,,,,,,,,,,,,,,,,,,,,4,26,0,3,1,1,23,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,7.67,1,1,1,1
Public Static Method,"org.apache.commons.io.FilenameUtils.getPathNoEndSeparator(String)",,,,,,,,,,,,,,,,,,,,,,,,,,3,27,0,3,1,1,24,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,8.00,1,1,1,1
Public Static Method,"org.apache.commons.io.FilenameUtils.getPrefix(String)",,,,,,,,,,,,,,,,,,,,,,,,,,5,45,0,16,3,11,29,5,4,1,8,12,3,9,4,4,4,4,3,,,,,3,,1,3,,,1.81,4,4,4,4
Public Static Method,"org.apache.commons.io.FilenameUtils.getPrefixLength(String)",,,,,,,,,,,,,,,,,,,,,,,,,,10,94,1,55,10,42,40,9,14,1,28,42,10,32,21,21,28,14,20,,,,,20,,3,20,,,0.73,21,21,28,14
Public Static Method,"org.apache.commons.io.FilenameUtils.indexOfExtension(String)",,,,,,,,,,,,,,,,,,,,,,,,,,9,37,0,14,4,9,23,6,4,1,6,10,4,6,5,5,5,1,1,,,,,0,,2,0,,,1.64,5,5,5,1
Public Static Method,"org.apache.commons.io.FilenameUtils.indexOfLastSeparator(String)",,,,,,,,,,,,,,,,,,,,,,,,,,9,20,0,8,3,5,12,3,2,0,4,6,3,3,2,2,2,1,1,,,,,0,,1,0,,,1.50,2,2,2,1
Public Static Method,"org.apache.commons.io.FilenameUtils.isExtension(String,Collection<String>)",,,,,,,,,,,,,,,,,,,,,,,,,,4,29,1,16,2,10,12,6,5,1,6,12,3,9,5,5,6,5,5,,,,,5,,2,5,,,0.75,5,5,6,5
Public Static Method,"org.apache.commons.io.FilenameUtils.isExtension(String,String)",,,,,,,,,,,,,,,,,,,,,,,,,,7,24,1,11,2,7,12,6,3,0,5,8,2,6,3,3,4,3,2,,,,,2,,1,2,,,1.09,3,3,4,3
Public Static Method,"org.apache.commons.io.FilenameUtils.isExtension(String,String...)",,,,,,,,,,,,,,,,,,,,,,,,,,5,29,1,16,2,10,12,5,5,1,6,12,3,9,5,5,6,5,5,,,,,5,,2,5,,,0.75,5,5,6,5
Private Static Method,"org.apache.commons.io.FilenameUtils.isIPv4Address(String)",,,,,,,,,,,,,,,,,,,,,,,,,,4,28,4,17,4,11,7,8,5,1,9,14,5,9,5,5,7,5,7,,,,,7,,2,7,,,0.41,5,5,7,5
Private Static Method,"org.apache.commons.io.FilenameUtils.isIPv6Address(String)",,,,,,,,,,,,,,,,,,,,,,,,,,7,68,0,60,8,44,9,16,70,2,28,44,9,35,16,16,25,13,32,,,,,32,,4,31,,,0.15,16,16,25,13
Private Static Method,"org.apache.commons.io.FilenameUtils.isRFC3986HostName(String)",,,,,,,,,,,,,,,,,,,,,,,,,,4,21,0,12,2,7,9,5,4,1,6,10,3,7,4,4,4,4,6,,,,,6,,2,6,,,0.75,4,4,4,4
Private Static Method,"org.apache.commons.io.FilenameUtils.isSeparator(char)",,,,,,,,,,,,,,,,,,,,,,,,,,5,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,2,1,0,,,,,0,,0,0,,,2.00,1,1,2,1
Static Method,"org.apache.commons.io.FilenameUtils.isSystemWindows()",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Private Static Method,"org.apache.commons.io.FilenameUtils.isValidHostName(String)",,,,,,,,,,,,,,,,,,,,,,,,,,2,15,0,3,1,1,12,3,1,0,1,2,1,1,1,1,2,1,0,,,,,0,,0,0,,,4.00,1,1,2,1
Public Static Method,"org.apache.commons.io.FilenameUtils.normalize(String)",,,,,,,,,,,,,,,,,,,,,,,,,,6,43,0,3,1,1,40,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,13.33,1,1,1,1
Public Static Method,"org.apache.commons.io.FilenameUtils.normalize(String,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,6,48,0,4,2,2,44,2,1,0,2,3,2,1,2,2,2,1,0,,,,,0,,0,0,,,11.00,2,2,2,1
Public Static Method,"org.apache.commons.io.FilenameUtils.normalizeNoEndSeparator(String)",,,,,,,,,,,,,,,,,,,,,,,,,,3,44,0,3,1,1,41,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,13.67,1,1,1,1
Public Static Method,"org.apache.commons.io.FilenameUtils.normalizeNoEndSeparator(String,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,5,47,0,4,2,2,43,2,1,0,2,3,2,1,2,2,2,1,0,,,,,0,,0,0,,,10.75,2,2,2,1
Public Static Method,"org.apache.commons.io.FilenameUtils.removeExtension(String)",,,,,,,,,,,,,,,,,,,,,,,,,,4,29,1,11,2,7,17,4,3,0,5,8,2,6,3,3,3,3,2,,,,,2,,1,2,,,1.55,3,3,3,3
Public Static Method,"org.apache.commons.io.FilenameUtils.separatorsToSystem(String)",,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,6,1,3,6,4,2,0,2,4,1,3,3,3,3,1,1,,,,,0,,1,0,,,1.00,3,3,3,1
Public Static Method,"org.apache.commons.io.FilenameUtils.separatorsToUnix(String)",,,,,,,,,,,,,,,,,,,,,,,,,,6,12,0,6,1,3,6,3,2,0,2,4,1,3,2,2,3,1,1,,,,,0,,1,0,,,1.00,2,2,3,1
Public Static Method,"org.apache.commons.io.FilenameUtils.separatorsToWindows(String)",,,,,,,,,,,,,,,,,,,,,,,,,,6,12,0,6,1,3,6,3,2,0,2,4,1,3,2,2,3,1,1,,,,,0,,1,0,,,1.00,2,2,3,1
Static Method,"org.apache.commons.io.FilenameUtils.splitOnTokens(String)",,,,,,,,,,,,,,,,,,,,,,,,,,4,42,3,29,5,21,11,10,17,1,13,22,6,16,8,8,10,1,3,,,,,0,,3,0,,,0.38,8,8,10,1
Public Static Method,"org.apache.commons.io.FilenameUtils.wildcardMatch(String,String)",,,,,,,,,,,,,,,,,,,,,,,,,,8,25,0,3,1,1,22,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,7.33,1,1,1,1
Public Static Method,"org.apache.commons.io.FilenameUtils.wildcardMatch(String,String,IOCase)",,,,,,,,,,,,,,,,,,,,,,,,,,12,95,10,60,8,45,25,9,90,2,28,43,8,35,16,16,19,12,20,,,,,20,,5,20,,,0.42,16,16,19,12
