Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.apache.commons.io.filefilter.OrFileFilter.setFileFilters(List<IOFileFilter>)",,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,4,1,2,3,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,0.75,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.OrFileFilter.toString()",,,,,,,,,,,,,,,,,,,,,,,,,,1,21,0,16,3,11,5,6,4,1,10,14,4,10,5,5,5,1,0,,,,,0,,3,0,,,0.31,5,5,5,1
Public Class,"org.apache.commons.io.filefilter.OrFileFilterTestCase",1,1,1,1,21,1,16,3,1,3,0,,0,2,,,,11,5,11,35,0,0,10,1,,271,32,204,58,143,35,,,,147,161,48,113,,,,,,2,2,2,1,,3,1,,81,81,0.17,12,12,12,11
Protected Method,"org.apache.commons.io.filefilter.OrFileFilterTestCase.buildFilterUsingAdd(List<IOFileFilter>)",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,2,4,0,3,2,0,3,6,3,3,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Protected Method,"org.apache.commons.io.filefilter.OrFileFilterTestCase.buildFilterUsingConstructor(List<IOFileFilter>)",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.commons.io.filefilter.OrFileFilterTestCase.getConditionalFileFilter()",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.commons.io.filefilter.OrFileFilterTestCase.getDefaultWorkingPath()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.commons.io.filefilter.OrFileFilterTestCase.getFalseResults()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.commons.io.filefilter.OrFileFilterTestCase.getFileResults()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.commons.io.filefilter.OrFileFilterTestCase.getFilenameResults()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.commons.io.filefilter.OrFileFilterTestCase.getTestFilters()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.commons.io.filefilter.OrFileFilterTestCase.getTrueResults()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.commons.io.filefilter.OrFileFilterTestCase.getWorkingPathNamePropertyKey()",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.OrFileFilterTestCase.setUpTestFilters()",,,,,,,,,,,,,,,,,,,,,,,,,,9,204,19,150,28,128,35,6,1,0,128,129,28,101,1,1,1,1,0,,,,,0,,0,0,,,0.23,1,1,1,1
Public Class,"org.apache.commons.io.filefilter.PrefixFileFilter",2,2,2,1,14,0,7,7,2,1,0,,0,1,,,,9,2,9,12,0,0,0,9,,173,13,71,18,36,89,,,,30,52,18,34,,,,,,4,4,4,3,,2,3,,38,5,1.25,22,22,22,13
Public Constructor,"org.apache.commons.io.filefilter.PrefixFileFilter.PrefixFileFilter(List<String>)",,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,3,1,1,7,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Constructor,"org.apache.commons.io.filefilter.PrefixFileFilter.PrefixFileFilter(List<String>,IOCase)",,,,,,,,,,,,,,,,,,,,,,,,,,5,17,0,7,1,4,10,5,2,0,3,5,1,4,3,3,3,1,0,,,,,0,,1,0,,,1.43,3,3,3,1
Public Constructor,"org.apache.commons.io.filefilter.PrefixFileFilter.PrefixFileFilter(String)",,,,,,,,,,,,,,,,,,,,,,,,,,4,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Constructor,"org.apache.commons.io.filefilter.PrefixFileFilter.PrefixFileFilter(String,IOCase)",,,,,,,,,,,,,,,,,,,,,,,,,,6,16,0,7,1,4,9,3,2,0,3,5,1,4,3,3,3,1,0,,,,,0,,1,0,,,1.29,3,3,3,1
Public Constructor,"org.apache.commons.io.filefilter.PrefixFileFilter.PrefixFileFilter(String[])",,,,,,,,,,,,,,,,,,,,,,,,,,3,12,0,3,1,1,9,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,3.00,1,1,1,1
Public Constructor,"org.apache.commons.io.filefilter.PrefixFileFilter.PrefixFileFilter(String[],IOCase)",,,,,,,,,,,,,,,,,,,,,,,,,,7,17,0,8,1,5,9,4,2,0,4,6,1,5,3,3,3,1,0,,,,,0,,1,0,,,1.12,3,3,3,1
Public Method,"org.apache.commons.io.filefilter.PrefixFileFilter.accept(File)",,,,,,,,,,,,,,,,,,,,,,,,,,3,15,0,9,2,5,6,3,3,0,3,7,3,4,3,3,3,3,3,,,,,3,,2,3,,,0.67,3,3,3,3
Public Method,"org.apache.commons.io.filefilter.PrefixFileFilter.accept(File,String)",,,,,,,,,,,,,,,,,,,,,,,,,,3,15,0,8,1,4,7,2,3,0,2,6,2,4,3,3,3,3,3,,,,,3,,2,3,,,0.88,3,3,3,3
Public Method,"org.apache.commons.io.filefilter.PrefixFileFilter.toString()",,,,,,,,,,,,,,,,,,,,,,,,,,2,20,0,15,2,10,5,4,4,1,9,13,3,10,4,4,4,1,0,,,,,0,,3,0,,,0.33,4,4,4,1
Public Class,"org.apache.commons.io.filefilter.RegexFileFilter",2,2,2,1,13,0,6,6,2,1,0,,0,1,,,,5,1,5,8,0,0,0,5,,98,9,36,10,17,53,,,,13,24,9,15,,,,,,3,3,4,1,,2,1,,0,0,1.47,10,10,11,5
Public Constructor,"org.apache.commons.io.filefilter.RegexFileFilter.RegexFileFilter(Pattern)",,,,,,,,,,,,,,,,,,,,,,,,,,2,13,1,6,1,3,6,2,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,,1.00,2,2,2,1
Public Constructor,"org.apache.commons.io.filefilter.RegexFileFilter.RegexFileFilter(String)",,,,,,,,,,,,,,,,,,,,,,,,,,2,13,1,6,1,3,6,3,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,,1.00,2,2,2,1
Public Constructor,"org.apache.commons.io.filefilter.RegexFileFilter.RegexFileFilter(String,IOCase)",,,,,,,,,,,,,,,,,,,,,,,,,,4,17,0,10,2,6,7,4,4,1,4,7,2,5,3,3,4,1,0,,,,,0,,1,0,,,0.70,3,3,4,1
Public Constructor,"org.apache.commons.io.filefilter.RegexFileFilter.RegexFileFilter(String,int)",,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,6,1,3,7,3,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,,1.17,2,2,2,1
Public Method,"org.apache.commons.io.filefilter.RegexFileFilter.accept(File,String)",,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,3,1,1,7,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Class,"org.apache.commons.io.filefilter.RegexFileFilterTestCase",4,4,4,1,35,4,28,3,1,3,0,,0,0,,,,2,1,2,2,0,0,0,2,,83,13,61,7,48,9,,,,32,41,5,36,,,,,,5,5,5,1,,1,1,,100,100,0.15,8,8,9,2
Public Method,"org.apache.commons.io.filefilter.RegexFileFilterTestCase.assertFiltering(IOFileFilter,File,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,4,17,1,14,1,11,2,6,3,0,3,6,1,5,3,3,4,1,1,,,,,0,,1,0,,,0.14,3,3,4,1
Public Method,"org.apache.commons.io.filefilter.RegexFileFilterTestCase.testRegex()",,,,,,,,,,,,,,,,,,,,,,,,,,2,54,8,42,2,36,4,6,16,1,28,33,2,31,5,5,5,1,4,,,,,0,,1,0,,,0.10,5,5,5,1
Public Class,"org.apache.commons.io.filefilter.SizeFileFilter",1,1,1,1,12,0,4,8,2,0,0,,0,1,,,,4,2,4,7,0,0,0,4,,86,6,25,12,10,55,,,,11,17,10,7,,,,,,2,2,2,1,,2,1,,25,0,2.20,7,7,7,4
Public Constructor,"org.apache.commons.io.filefilter.SizeFileFilter.SizeFileFilter(long)",,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,3,1,1,7,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Constructor,"org.apache.commons.io.filefilter.SizeFileFilter.SizeFileFilter(long,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,5,16,0,7,1,4,9,3,2,0,3,5,1,4,2,2,2,1,0,,,,,0,,1,0,,,1.29,2,2,2,1
Public Method,"org.apache.commons.io.filefilter.SizeFileFilter.accept(File)",,,,,,,,,,,,,,,,,,,,,,,,,,3,15,0,4,2,2,11,2,1,0,2,3,2,1,2,2,2,1,0,,,,,0,,0,0,,,2.75,2,2,2,1
Public Method,"org.apache.commons.io.filefilter.SizeFileFilter.toString()",,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,4,2,2,5,2,1,0,2,3,2,1,2,2,2,1,0,,,,,0,,0,0,,,1.25,2,2,2,1
Public Class,"org.apache.commons.io.filefilter.SuffixFileFilter",2,2,2,1,14,0,7,7,2,1,0,,0,1,,,,9,2,9,12,0,0,0,9,,174,13,71,18,36,90,,,,30,52,18,34,,,,,,4,4,4,3,,2,3,,38,5,1.27,22,22,22,13
Public Constructor,"org.apache.commons.io.filefilter.SuffixFileFilter.SuffixFileFilter(List<String>)",,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,3,1,1,7,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Constructor,"org.apache.commons.io.filefilter.SuffixFileFilter.SuffixFileFilter(List<String>,IOCase)",,,,,,,,,,,,,,,,,,,,,,,,,,5,17,0,7,1,4,10,5,2,0,3,5,1,4,3,3,3,1,0,,,,,0,,1,0,,,1.43,3,3,3,1
Public Constructor,"org.apache.commons.io.filefilter.SuffixFileFilter.SuffixFileFilter(String)",,,,,,,,,,,,,,,,,,,,,,,,,,4,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Constructor,"org.apache.commons.io.filefilter.SuffixFileFilter.SuffixFileFilter(String,IOCase)",,,,,,,,,,,,,,,,,,,,,,,,,,6,16,0,7,1,4,9,3,2,0,3,5,1,4,3,3,3,1,0,,,,,0,,1,0,,,1.29,3,3,3,1
Public Constructor,"org.apache.commons.io.filefilter.SuffixFileFilter.SuffixFileFilter(String[])",,,,,,,,,,,,,,,,,,,,,,,,,,4,12,0,3,1,1,9,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,3.00,1,1,1,1
Public Constructor,"org.apache.commons.io.filefilter.SuffixFileFilter.SuffixFileFilter(String[],IOCase)",,,,,,,,,,,,,,,,,,,,,,,,,,7,17,0,8,1,5,9,4,2,0,4,6,1,5,3,3,3,1,0,,,,,0,,1,0,,,1.12,3,3,3,1
Public Method,"org.apache.commons.io.filefilter.SuffixFileFilter.accept(File)",,,,,,,,,,,,,,,,,,,,,,,,,,3,15,0,9,2,5,6,3,3,0,3,7,3,4,3,3,3,3,3,,,,,3,,2,3,,,0.67,3,3,3,3
Public Method,"org.apache.commons.io.filefilter.SuffixFileFilter.accept(File,String)",,,,,,,,,,,,,,,,,,,,,,,,,,3,15,0,8,1,4,7,2,3,0,2,6,2,4,3,3,3,3,3,,,,,3,,2,3,,,0.88,3,3,3,3
Public Method,"org.apache.commons.io.filefilter.SuffixFileFilter.toString()",,,,,,,,,,,,,,,,,,,,,,,,,,2,20,0,15,2,10,5,4,4,1,9,13,3,10,4,4,4,1,0,,,,,0,,3,0,,,0.33,4,4,4,1
Public Class,"org.apache.commons.io.filefilter.TrueFileFilter",1,1,1,1,8,0,2,5,3,0,1,,0,3,,,,3,0,3,3,0,0,1,2,,53,5,15,9,5,33,,,,5,9,7,2,,,,,,1,1,1,1,,1,0,,0,0,2.20,3,3,3,3
Protected Constructor,"org.apache.commons.io.filefilter.TrueFileFilter.TrueFileFilter()",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,2,1,0,3,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,,1.50,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.TrueFileFilter.accept(File)",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.TrueFileFilter.accept(File,String)",,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Class,"org.apache.commons.io.filefilter.WildcardFileFilter",2,2,2,1,13,0,7,6,2,2,0,,0,1,,,,9,2,9,12,0,0,0,9,,173,11,71,18,36,91,,,,30,52,18,34,,,,,,4,4,4,3,,2,3,,38,5,1.28,22,22,22,13
Public Constructor,"org.apache.commons.io.filefilter.WildcardFileFilter.WildcardFileFilter(List<String>)",,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,3,1,1,7,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Constructor,"org.apache.commons.io.filefilter.WildcardFileFilter.WildcardFileFilter(List<String>,IOCase)",,,,,,,,,,,,,,,,,,,,,,,,,,4,15,0,7,1,4,8,5,2,0,3,5,1,4,3,3,3,1,0,,,,,0,,1,0,,,1.14,3,3,3,1
Public Constructor,"org.apache.commons.io.filefilter.WildcardFileFilter.WildcardFileFilter(String)",,,,,,,,,,,,,,,,,,,,,,,,,,7,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Constructor,"org.apache.commons.io.filefilter.WildcardFileFilter.WildcardFileFilter(String,IOCase)",,,,,,,,,,,,,,,,,,,,,,,,,,5,14,0,7,1,4,7,3,2,0,3,5,1,4,3,3,3,1,0,,,,,0,,1,0,,,1.00,3,3,3,1
Public Constructor,"org.apache.commons.io.filefilter.WildcardFileFilter.WildcardFileFilter(String[])",,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,3,1,1,7,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Constructor,"org.apache.commons.io.filefilter.WildcardFileFilter.WildcardFileFilter(String[],IOCase)",,,,,,,,,,,,,,,,,,,,,,,,,,7,16,0,8,1,5,8,4,2,0,4,6,1,5,3,3,3,1,0,,,,,0,,1,0,,,1.00,3,3,3,1
Public Method,"org.apache.commons.io.filefilter.WildcardFileFilter.accept(File)",,,,,,,,,,,,,,,,,,,,,,,,,,3,15,0,9,2,5,6,3,3,0,3,7,3,4,3,3,3,3,3,,,,,3,,2,3,,,0.67,3,3,3,3
Public Method,"org.apache.commons.io.filefilter.WildcardFileFilter.accept(File,String)",,,,,,,,,,,,,,,,,,,,,,,,,,3,15,0,8,1,4,7,2,3,0,2,6,2,4,3,3,3,3,3,,,,,3,,2,3,,,0.88,3,3,3,3
Public Method,"org.apache.commons.io.filefilter.WildcardFileFilter.toString()",,,,,,,,,,,,,,,,,,,,,,,,,,2,20,0,15,2,10,5,4,4,1,9,13,3,10,4,4,4,1,0,,,,,0,,3,0,,,0.33,4,4,4,1
Public Class,"org.apache.commons.io.filefilter.WildcardFilter",2,2,3,2,15,0,8,6,2,1,0,,0,1,,,,5,1,5,8,0,0,0,5,,118,11,47,10,23,60,,,,15,32,10,22,,,,,,4,4,5,4,,2,2,,0,0,1.28,14,14,15,11
Public Constructor,"org.apache.commons.io.filefilter.WildcardFilter.WildcardFilter(List<String>)",,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,6,1,3,7,4,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,,1.17,2,2,2,1
Public Constructor,"org.apache.commons.io.filefilter.WildcardFilter.WildcardFilter(String)",,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,6,1,3,6,2,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,,1.00,2,2,2,1
Public Constructor,"org.apache.commons.io.filefilter.WildcardFilter.WildcardFilter(String[])",,,,,,,,,,,,,,,,,,,,,,,,,,4,13,0,7,1,4,6,3,2,0,3,5,1,4,2,2,2,1,0,,,,,0,,1,0,,,0.86,2,2,2,1
Public Method,"org.apache.commons.io.filefilter.WildcardFilter.accept(File)",,,,,,,,,,,,,,,,,,,,,,,,,,2,19,2,11,1,6,6,4,4,1,3,8,2,6,4,4,4,4,4,,,,,4,,2,4,,,0.55,4,4,4,4
Public Method,"org.apache.commons.io.filefilter.WildcardFilter.accept(File,String)",,,,,,,,,,,,,,,,,,,,,,,,,,3,20,2,11,1,6,7,3,4,1,3,8,2,6,4,4,5,4,4,,,,,4,,2,4,,,0.64,4,4,5,4
Package,"org.apache.commons.io.input",1,1,1,1,11,0,8,3,,,,83,17,90,,65,,677,154,694,,17,73,41,563,,12613,1352,7019,2662,3797,4299,,,,3717,5017,2184,2833,,,,,,17,17,27,10,,,5,,,,0.61,1128,1127,1209,785
Public Abstract Class,"org.apache.commons.io.input.AbstractCharacterFilterReader",2,2,2,2,11,0,9,2,1,0,2,,0,0,,,,4,0,4,4,0,0,2,2,,52,4,32,10,16,16,,,,15,23,9,14,,,,,,5,5,5,4,,2,2,,0,0,0.50,8,8,8,6
Protected Constructor,"org.apache.commons.io.input.AbstractCharacterFilterReader.AbstractCharacterFilterReader(Reader)",,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Protected Abstract Method,"org.apache.commons.io.input.AbstractCharacterFilterReader.filter(int)",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,1,1,0,7,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,7.00,0,0,0,0
Public Method,"org.apache.commons.io.input.AbstractCharacterFilterReader.read()",,,,,,,,,,,,,,,,,,,,,,,,,,15,7,0,7,2,4,0,3,1,0,4,5,2,3,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"org.apache.commons.io.input.AbstractCharacterFilterReader.read(char[],int,int)",,,,,,,,,,,,,,,,,,,,,,,,,,3,17,0,17,3,11,0,4,6,1,9,14,4,10,5,5,5,4,2,,,,,2,,2,2,,,0.00,5,5,5,4
Public Class,"org.apache.commons.io.input.AutoCloseInputStream",1,1,1,1,11,0,4,7,1,2,0,,0,0,,,,4,0,4,17,0,0,2,2,,71,5,21,8,7,45,,,,6,12,5,7,,,,,,2,2,2,1,,3,1,,0,0,2.14,5,5,5,4
Public Constructor,"org.apache.commons.io.input.AutoCloseInputStream.AutoCloseInputStream(InputStream)",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Protected Method,"org.apache.commons.io.input.AutoCloseInputStream.afterRead(int)",,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,5,1,2,7,1,2,0,1,3,1,2,2,2,2,1,0,,,,,0,,1,0,,,1.40,2,2,2,1
Public Method,"org.apache.commons.io.input.AutoCloseInputStream.close()",,,,,,,,,,,,,,,,,,,,,,,,,,3,17,0,4,1,2,13,1,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,3.25,1,1,1,1
Protected Method,"org.apache.commons.io.input.AutoCloseInputStream.finalize()",,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,4,1,2,6,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,1.50,1,1,1,1
Public Class,"org.apache.commons.io.input.AutoCloseInputStreamTest",2,2,2,1,10,0,10,0,1,1,0,,0,0,,,,5,3,5,5,0,0,0,5,,74,10,61,18,35,3,,,,38,51,19,32,,,,,,3,3,3,1,,1,2,,6,6,0.05,10,10,10,5
Public Method,"org.apache.commons.io.input.AutoCloseInputStreamTest.setUp()",,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,10,1,7,0,4,1,0,4,6,2,4,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Anonymous Class,"org.apache.commons.io.input.AutoCloseInputStreamTest.setUp.(Anon_1)",1,1,1,1,3,0,3,0,1,1,0,,0,0,,,,1,0,1,1,0,0,0,1,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1,1,1,1,,2,0,,0,0,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.AutoCloseInputStreamTest.setUp.(Anon_1).close()",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,2,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.AutoCloseInputStreamTest.testClose()",,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,1,3,0,4,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.commons.io.input.AutoCloseInputStreamTest.testRead()",,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,8,1,5,0,4,2,0,4,7,2,5,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"org.apache.commons.io.input.AutoCloseInputStreamTest.testReadBuffer()",,,,,,,,,,,,,,,,,,,,,,,,,,4,14,0,14,3,10,0,4,3,0,12,15,5,10,3,3,3,1,0,,,,,0,,2,0,,,0.00,3,3,3,1
Public Method,"org.apache.commons.io.input.AutoCloseInputStreamTest.testReadBufferOffsetLength()",,,,,,,,,,,,,,,,,,,,,,,,,,4,14,0,14,3,10,0,4,4,1,12,15,5,10,3,3,3,1,0,,,,,0,,1,0,,,0.00,3,3,3,1
Public Class,"org.apache.commons.io.input.BOMInputStream",2,2,2,1,15,0,6,8,1,2,0,,0,1,,,,17,8,17,30,0,3,0,14,,382,22,148,43,78,212,,,,69,107,40,67,,,,,,7,7,7,4,,3,4,,82,46,1.43,38,38,42,24
Anonymous Class,"org.apache.commons.io.input.BOMInputStream.(Anon_1)",3,3,3,3,11,0,11,0,1,2,0,,0,0,,,,1,0,1,1,0,0,0,1,,14,1,13,3,10,0,,,,5,8,3,5,,,,,,3,3,3,3,,2,1,,0,0,0.00,3,3,3,3
Public Method,"org.apache.commons.io.input.BOMInputStream.(Anon_1).compare(ByteOrderMark,ByteOrderMark)",,,,,,,,,,,,,,,,,,,,,,,,,,3,11,0,11,2,8,0,2,3,0,5,8,3,5,3,3,3,3,2,,,,,2,,1,2,,,0.00,3,3,3,3
Public Constructor,"org.apache.commons.io.input.BOMInputStream.BOMInputStream(InputStream)",,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Constructor,"org.apache.commons.io.input.BOMInputStream.BOMInputStream(InputStream,ByteOrderMark...)",,,,,,,,,,,,,,,,,,,,,,,,,,40,11,0,3,1,1,8,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Public Constructor,"org.apache.commons.io.input.BOMInputStream.BOMInputStream(InputStream,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,3,11,0,3,1,1,8,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Public Constructor,"org.apache.commons.io.input.BOMInputStream.BOMInputStream(InputStream,boolean,ByteOrderMark...)",,,,,,,,,,,,,,,,,,,,,,,,,,11,22,1,10,2,7,11,6,2,0,6,8,2,6,2,2,3,1,0,,,,,0,,1,0,,,1.10,2,2,3,1
Private Method,"org.apache.commons.io.input.BOMInputStream.find()",,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,8,1,4,5,2,3,0,2,6,2,4,3,3,3,3,3,,,,,3,,2,3,,,0.62,3,3,3,3
Public Method,"org.apache.commons.io.input.BOMInputStream.getBOM()",,,,,,,,,,,,,,,,,,,,,,,,,,21,35,0,25,2,17,10,10,13,1,12,19,3,16,7,7,7,4,3,,,,,3,,4,2,,,0.40,7,7,7,4
Public Method,"org.apache.commons.io.input.BOMInputStream.getBOMCharsetName()",,,,,,,,,,,,,,,,,,,,,,,,,,3,12,0,4,1,2,8,3,1,0,2,3,1,2,2,2,2,1,0,,,,,0,,0,0,,,2.00,2,2,2,1
Public Method,"org.apache.commons.io.input.BOMInputStream.hasBOM()",,,,,,,,,,,,,,,,,,,,,,,,,,12,10,0,3,1,1,7,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Method,"org.apache.commons.io.input.BOMInputStream.hasBOM(ByteOrderMark)",,,,,,,,,,,,,,,,,,,,,,,,,,15,18,0,7,1,4,11,5,2,0,3,5,1,4,2,2,3,1,0,,,,,0,,1,0,,,1.57,2,2,3,1
Public Method,"org.apache.commons.io.input.BOMInputStream.mark(int)",,,,,,,,,,,,,,,,,,,,,,,,,,4,11,0,5,1,3,6,3,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,,1.20,1,1,1,1
Private Method,"org.apache.commons.io.input.BOMInputStream.matches(ByteOrderMark)",,,,,,,,,,,,,,,,,,,,,,,,,,3,19,0,8,1,4,11,3,3,0,4,7,2,5,3,3,3,3,3,,,,,3,,2,3,,,1.38,3,3,3,3
