GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.bidimap,AbstractDualBidiMap,0,280,0,18,0,64,0,34,0,25
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.bidimap,TreeBidiMap.Inverse,80,153,8,10,12,34,8,25,4,20
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.bidimap,DualTreeBidiMap.BidiOrderedMapIterator,27,134,0,12,6,29,3,14,3,8
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.bidimap,TreeBidiMap.Node,8,263,6,17,2,49,6,27,0,21
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.bidimap,AbstractDualBidiMap.ValuesIterator,0,47,0,2,0,15,0,4,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.bidimap,AbstractBidiMapDecorator,8,22,0,0,2,6,2,5,2,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.bidimap,TreeBidiMap.ViewMapIterator,4,40,0,4,1,11,1,7,1,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.bidimap,TreeBidiMap.View,0,17,0,0,0,7,0,3,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.bidimap,TreeBidiMap.InverseEntryView,2,72,1,11,1,18,1,9,0,4
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.bidimap,AbstractDualBidiMap.KeySetIterator,0,53,0,2,0,16,0,4,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.bidimap,AbstractDualBidiMap.EntrySet,0,62,1,9,0,14,1,7,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.bidimap,DualTreeBidiMap.ViewMap,38,35,0,2,5,8,5,5,5,4
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.bidimap,AbstractDualBidiMap.View,0,119,1,25,0,37,1,19,0,7
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.bidimap,TreeBidiMap.EntryView,2,72,1,11,1,18,1,9,0,4
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,StaticBucketMap,40,573,11,63,13,121,12,44,3,16
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,UnmodifiableEntrySet.UnmodifiableEntrySetIterator,0,21,0,0,0,5,0,3,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractMapDecorator,0,92,0,4,0,27,0,20,0,18
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceEntrySetIterator,0,7,0,0,0,3,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,ListOrderedMap.ListOrderedMapEntry,0,22,0,0,0,5,0,3,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractReferenceMap,10,396,8,42,1,113,8,47,0,30
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractHashedMap.Values,0,23,0,0,0,8,0,5,0,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractReferenceMap.SoftRef,11,0,0,0,4,0,2,0,2,0
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractLinkedMap.LinkEntry,0,7,0,0,0,2,0,1,0,1
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,ListOrderedMap.ValuesView,0,44,0,0,0,11,0,8,0,8
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractHashedMap,41,1066,11,125,15,269,15,105,4,48
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,ListOrderedMap.KeySetView,0,28,0,0,0,8,0,5,0,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,StaticBucketMap.EntrySet,0,116,0,10,0,24,0,11,0,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,ReferenceIdentityMap,24,61,0,6,6,16,3,11,3,8
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator,2,23,0,2,1,7,1,4,1,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,PredicatedMap,0,128,0,16,0,32,0,17,0,9
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,SingletonMap.SingletonValues,4,23,0,0,1,7,1,5,1,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator.EntrySet,0,116,1,9,0,21,1,8,0,4
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractReferenceMap.WeakRef,0,11,0,0,0,4,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,EntrySetToMapIteratorAdapter,0,57,0,2,0,18,0,10,0,9
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,Flat3Map.FlatMapIterator,112,102,11,15,19,30,12,13,3,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,MultiValueMap.Values,4,36,0,2,2,7,1,4,1,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,LazySortedMap,0,75,0,0,0,16,0,11,0,11
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceMapIterator,0,48,0,6,0,15,0,8,0,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractSortedMapDecorator,51,23,4,0,9,8,8,6,6,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,ListOrderedMap.EntrySetView,0,92,0,8,0,26,0,16,0,12
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractLinkedMap.LinkMapIterator,0,52,0,6,0,16,0,9,0,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,Flat3Map.EntryIterator,34,42,3,3,8,9,3,4,1,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,UnmodifiableEntrySet.UnmodifiableEntry,0,11,0,0,0,4,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceBaseIterator,5,168,2,22,1,48,2,17,0,7
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,SingletonMap.SingletonMapIterator,26,97,5,9,7,24,6,12,1,10
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,MultiValueMap.ValuesIterator,0,41,0,2,0,11,0,5,0,4
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,ListOrderedMap.ListOrderedIterator,0,34,0,0,0,9,0,3,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,MultiKeyMap,149,1431,109,191,7,304,81,108,0,39
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractHashedMap.HashIterator,6,147,2,18,2,36,2,14,0,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractLinkedMap.KeySetIterator,4,8,0,0,1,3,1,2,1,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,Flat3Map.Values,6,35,1,3,1,11,1,6,0,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,StaticBucketMap.ValueIterator,0,12,0,0,0,2,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceStrength,8,49,3,1,3,7,3,3,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceValues,0,34,0,2,0,8,0,4,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractSortedMapDecorator.SortedMapIterator,29,0,0,0,8,0,4,0,4,0
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,LinkedMap.LinkedMapList,4,88,0,0,1,20,1,18,1,18
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,MultiValueMap.ReflectionFactory,15,31,1,3,2,8,1,4,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractHashedMap.KeySetIterator,0,8,0,0,0,3,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,PredicatedSortedMap,0,72,0,0,0,13,0,9,0,9
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractOrderedMapDecorator,4,29,0,0,1,9,1,7,1,7
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,Flat3Map.EntrySetIterator,0,7,0,0,0,3,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,UnmodifiableSortedMap,29,67,0,2,4,21,4,14,4,13
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator.EntrySetIterator,0,24,0,0,0,6,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,FixedSizeMap,30,71,4,2,8,20,5,11,3,10
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractHashedMap.HashMapIterator,0,48,0,6,0,15,0,8,0,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractLinkedMap,10,331,0,40,4,72,3,40,3,20
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceKeySet,0,34,0,2,0,8,0,4,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractLinkedMap.ValuesIterator,4,8,0,0,1,3,1,2,1,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractLinkedMap.LinkIterator,15,158,4,14,4,33,4,14,0,9
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceEntry,26,200,11,31,5,40,10,22,0,11
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractHashedMap.HashEntry,2,107,2,20,1,23,2,16,0,7
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,FixedSizeSortedMap,21,94,2,2,6,21,4,15,3,14
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,StaticBucketMap.KeySet,0,77,2,6,0,15,2,8,0,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,Flat3Map.ValuesIterator,0,8,0,0,0,3,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractHashedMap.KeySet,0,35,0,0,0,11,0,6,0,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,ListOrderedMap,22,433,4,38,1,99,4,45,0,28
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,CompositeMap,17,458,3,49,5,87,4,44,1,21
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,CaseInsensitiveMap,5,60,0,4,2,19,1,9,1,7
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,Flat3Map.KeySet,0,53,0,4,0,15,0,8,0,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,MultiValueMap,13,327,5,39,2,86,6,38,1,21
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceKeySetIterator,0,8,0,0,0,3,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,StaticBucketMap.BaseIterator,0,110,0,12,0,24,0,10,0,4
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,StaticBucketMap.Values,0,21,0,0,0,5,0,4,0,4
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,ListOrderedMap.ListOrderedMapIterator,13,133,0,10,4,32,1,15,1,10
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,DefaultedMap,15,79,3,7,3,21,3,11,0,9
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractLinkedMap.EntrySetIterator,3,7,0,0,1,3,1,2,1,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,HashedMap,4,31,0,0,2,13,1,6,1,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,LazyMap,11,70,1,5,2,22,2,8,1,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,UnmodifiableEntrySet,2,137,2,10,1,28,2,16,0,12
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,MultiValueMap.new LazyIteratorChain() {...},0,36,0,2,0,6,0,3,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,PassiveExpiringMap,26,251,0,18,8,67,4,32,4,23
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,TransformedMap,1,144,2,10,0,38,2,16,0,12
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,StaticBucketMap.EntryIterator,0,11,0,0,0,2,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,ReferenceMap,24,28,0,0,6,10,3,4,3,4
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,Flat3Map.KeySetIterator,0,8,0,0,0,3,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,UnmodifiableOrderedMap,0,72,0,2,0,24,0,13,0,12
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,StaticBucketMap.KeyIterator,0,12,0,0,0,2,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,Flat3Map,144,1247,64,226,30,328,61,123,0,23
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceEntrySet,0,38,0,2,0,8,0,4,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,StaticBucketMap.Node,2,73,2,18,1,14,2,13,0,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceValuesIterator,0,8,0,0,0,3,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,LRUMap,203,296,9,31,17,87,13,32,5,20
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractHashedMap.ValuesIterator,0,8,0,0,0,3,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,SingletonMap,114,190,20,15,29,50,21,30,5,28
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator.MapEntry,0,20,0,0,0,6,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,LinkedMap,9,76,0,4,4,21,2,12,2,10
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,PassiveExpiringMap.ConstantTimeToLiveExpirationPolicy,6,33,1,3,3,10,2,4,1,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,UnmodifiableMap,21,65,2,2,5,22,2,12,1,11
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,Flat3Map.EntrySet,2,57,1,5,1,17,1,7,0,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,TransformedSortedMap,0,94,1,1,0,19,1,10,0,10
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractIterableMap,0,9,0,0,0,2,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractHashedMap.EntrySet,0,64,0,10,0,19,0,11,0,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,AbstractHashedMap.EntrySetIterator,0,7,0,0,0,3,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.map,Flat3Map.FlatMapEntry,111,112,26,16,19,32,20,12,2,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.Values,0,40,0,2,0,9,0,5,0,4
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap.AsMapEntrySet,0,50,0,2,0,11,0,7,0,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.KeysMultiSet.MapEntryTransformer,0,12,0,0,0,2,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractSetValuedMap.WrappedSet,0,37,0,4,0,12,0,5,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractListValuedMap.ValuesListIterator,44,76,0,4,11,18,6,7,6,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractSetValuedMap,0,27,0,0,0,8,0,6,0,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.MultiValuedMapIterator,27,39,5,1,7,11,5,5,2,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap.AsMapEntrySetIterator,0,24,0,0,0,6,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractListValuedMap.WrappedList,104,70,6,6,25,19,11,9,8,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.MultiValuedMapEntry,0,12,0,0,0,4,0,2,0,2
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.KeysMultiSet,0,56,1,1,0,12,1,7,0,7
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,ArrayListValuedHashMap,34,48,2,0,10,16,4,6,3,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractMultiValuedMap,87,347,15,43,16,81,16,42,4,25
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,26,98,0,4,5,26,5,21,5,19
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractListValuedMap,0,27,0,0,0,8,0,6,0,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.EntryValues,0,15,0,0,0,3,0,3,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,TransformedMultiValuedMap,10,156,4,16,2,35,4,15,0,9
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.ValuesIterator,0,43,0,2,0,11,0,5,0,4
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,HashSetValuedHashMap,25,38,0,0,8,13,3,5,3,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.WrappedCollection,102,136,23,17,31,33,20,16,6,10
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap,0,90,0,8,0,24,0,15,0,11
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,24,55,0,2,6,13,6,11,6,10
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,PeekingIterator,12,125,3,23,4,35,3,18,0,8
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,ListIteratorWrapper,41,253,8,32,11,61,8,23,2,9
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,ArrayListIterator,36,82,0,8,7,19,5,10,5,6
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,UniqueFilterIterator,0,5,0,0,0,2,0,1,0,1
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,EntrySetMapIterator,121,0,10,0,31,0,14,0,9,0
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,NodeListIterator,5,71,3,9,1,15,3,8,0,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,AbstractOrderedMapIteratorDecorator,49,0,2,0,15,0,11,0,10,0
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,AbstractListIteratorDecorator,5,49,1,1,1,17,1,11,0,11
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,LoopingListIterator,153,0,24,0,43,0,25,0,13,0
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,IteratorIterable,0,44,1,5,0,12,1,6,0,4
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,UnmodifiableIterator,0,38,0,4,0,12,0,7,0,5
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,AbstractUntypedIteratorDecorator,5,19,1,1,1,8,1,4,0,4
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,UnmodifiableMapIterator,0,51,0,4,0,15,0,10,0,8
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,EmptyOrderedIterator,0,10,0,0,0,4,0,3,0,3
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,SkippingIterator,0,60,0,8,0,17,0,8,0,4
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,AbstractMapIteratorDecorator,41,0,2,0,13,0,9,0,8,0
commons-collections4 (9-Jun-2019 2:07:48 PM)/commons-collections4/src/main/java,org.apache.commons.collections4.iterators,UnmodifiableListIterator,0,64,0,4,0,18,0,13,0,11
