Kind,Name,AvgLineCode,Cyclomatic,PercentLackOfCohesionModified,PercentLackOfCohesion,SumCyclomatic,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,RatioCommentToCode,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
TypeVariable,org.apache.commons.pool2.impl.EvictionPolicy.T,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,,,,,0,0,0,0,,1,0,,0,0,0,0
Abstract Method,"org.apache.commons.pool2.impl.EvictionPolicy.evict(EvictionConfig,PooledObject<T>,int)",,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,1,1,0,11,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,11,0,0,0
Class,org.apache.commons.pool2.impl.EvictionTimer,8,,50,50,8,2,2,2,1,14,0,6,1,2,0,,2,1,,,,2,0,4,4,2,1,0,1,,109,10,51,16,26,50,,,,19,31,12,19,,,,,4,4,5,1,,1,2,,0.98,8,9,4
Private Constructor,org.apache.commons.pool2.impl.EvictionTimer.EvictionTimer(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,2,1,0,2,1,1,0,0,1,1,0,1,1,1,0,,,,,0,,0,0,1,1,1,1
Private Static Class,org.apache.commons.pool2.impl.EvictionTimer.EvictorThreadFactory,12,,0,0,1,1,1,1,1,13,1,1,2,0,0,,0,0,,,,1,0,1,1,0,0,0,1,,20,2,15,4,9,4,,,,6,9,4,5,,,,,1,1,1,1,,1,0,,0.27,1,1,1
Public Method,org.apache.commons.pool2.impl.EvictionTimer.EvictorThreadFactory.newThread(Runnable),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,13,1,12,2,9,1,3,1,0,6,8,3,5,1,1,1,0,,,,,0,,0,0,0.08,1,1,1
Anonymous Class,org.apache.commons.pool2.impl.EvictionTimer.EvictorThreadFactory.newThread.(Anon_1),4,,0,0,1,1,1,1,1,4,0,0,1,1,0,,0,0,,,,1,0,1,1,0,0,0,1,,6,0,6,0,5,0,,,,2,3,1,2,,,,,1,1,1,1,,2,0,,0,1,1,1
Public Method,org.apache.commons.pool2.impl.EvictionTimer.EvictorThreadFactory.newThread.(Anon_1).run(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,0,3,0,3,1,0,2,3,1,2,1,1,1,0,,,,,0,,0,0,0,1,1,1
Static Method,"org.apache.commons.pool2.impl.EvictionTimer.cancel(BaseGenericObjectPool.Evictor<?>,long,TimeUnit)",,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,6,26,0,15,2,9,11,7,6,1,5,9,1,8,4,5,1,1,,,,,0,,2,0,0.73,4,5,1
Static Method,"org.apache.commons.pool2.impl.EvictionTimer.schedule(BaseGenericObjectPool.Evictor<?>,long,long)",,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,7,20,0,10,4,5,10,4,2,0,4,6,2,4,2,2,1,0,,,,,0,,1,0,1,2,2,1
Public Method,org.apache.commons.pool2.impl.EvictionTimer.toString(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,5,2,3,3,3,1,0,3,4,2,2,1,1,1,0,,,,,0,,0,0,0.6,1,1,1
Public Generic Class,org.apache.commons.pool2.impl.GenericKeyedObjectPool,17,,62,87,156,3,3,4,1,31,1,11,3,13,0,,0,1,,,,42,11,42,109,1,11,1,29,,1562,153,828,212,555,588,,,,381,566,179,387,,,,,19,19,22,10,,3,6,,0.71,156,172,62
Public Constructor,"org.apache.commons.pool2.impl.GenericKeyedObjectPool.GenericKeyedObjectPool(KeyedPooledObjectFactory<K,T>)",,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,16,8,0,3,1,1,5,3,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,1.67,1,1,1
Public Constructor,"org.apache.commons.pool2.impl.GenericKeyedObjectPool.GenericKeyedObjectPool(KeyedPooledObjectFactory<K,T>,GenericKeyedObjectPoolConfig<T>)",,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,13,24,3,11,2,7,11,8,2,0,6,8,1,7,2,2,1,0,,,,,0,,1,0,1,2,2,1
TypeVariable,org.apache.commons.pool2.impl.GenericKeyedObjectPool.K,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,,,,,0,0,0,0,,1,0,,0,0,0,0
Private Generic Class,org.apache.commons.pool2.impl.GenericKeyedObjectPool.ObjectDeque,4,,75,75,6,1,1,1,1,9,0,4,1,1,0,,0,0,,,,6,6,6,6,0,0,0,6,,95,12,38,16,21,45,,,,22,29,14,15,,,,,1,1,1,1,,1,0,,1.18,6,6,6
Public Constructor,org.apache.commons.pool2.impl.GenericKeyedObjectPool.ObjectDeque.ObjectDeque(boolean),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,1,1,5,3,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,1.67,1,1,1
TypeVariable,org.apache.commons.pool2.impl.GenericKeyedObjectPool.ObjectDeque.S,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,,,,,0,0,0,0,,1,0,,0,0,0,0
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.ObjectDeque.getAllObjects(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,1.67,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.ObjectDeque.getCreateCount(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,2,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.ObjectDeque.getIdleObjects(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,14,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,1.67,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.ObjectDeque.getNumInterested(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,1.67,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.ObjectDeque.toString(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,13,0,13,2,11,0,3,1,0,11,12,2,10,1,1,1,0,,,,,0,,0,0,0,1,1,1
TypeVariable,org.apache.commons.pool2.impl.GenericKeyedObjectPool.T,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,,,,,0,0,0,0,,1,0,,0,0,0,0
Private Method,"org.apache.commons.pool2.impl.GenericKeyedObjectPool.addIdleObject(K,PooledObject<T>)",,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,6,21,1,12,3,7,8,6,3,0,4,7,2,5,3,3,1,1,,,,,0,,2,0,0.67,3,3,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.addObject(K),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,12,21,0,10,2,7,11,5,1,0,5,7,2,5,1,1,1,0,,,,,0,,1,0,1.1,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.borrowObject(K),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,38,9,0,3,1,1,6,3,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,2,1,1,1
Public Method,"org.apache.commons.pool2.impl.GenericKeyedObjectPool.borrowObject(K,long)",,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,8,153,7,86,12,64,60,22,2689,3,35,55,10,45,19,22,1,6,,,,,0,,6,0,0.7,19,22,1
Private Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.calculateDeficit(ObjectDeque<T>),,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,2,38,6,19,7,14,13,10,5,1,10,14,6,8,4,4,1,1,,,,,0,,1,0,0.68,4,4,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.clear(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,5,25,1,6,2,3,18,5,2,0,2,4,2,2,2,2,1,0,,,,,0,,1,0,3,2,2,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.clear(K),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,30,4,18,5,12,8,6,3,0,7,11,4,7,3,3,1,1,,,,,0,,3,0,0.44,3,3,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.clearOldest(),,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,,3,51,4,31,13,21,16,11,20,1,14,23,13,10,7,8,1,1,,,,,0,,3,0,0.52,7,8,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.close(),,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,6,39,5,19,2,13,15,11,4,1,9,14,2,12,4,4,3,2,,,,,2,,1,2,0.79,4,4,3
Private Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.create(K),,10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,14,92,7,58,9,45,29,18,74,2,29,41,9,32,10,11,5,9,,,,,7,,3,6,0.5,10,11,5
Private Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.deregister(K),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,32,0,20,4,14,12,9,3,0,11,15,4,11,3,5,1,0,,,,,0,,3,0,0.6,3,5,1
Private Method,"org.apache.commons.pool2.impl.GenericKeyedObjectPool.destroy(K,PooledObject<T>,boolean)",,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,12,36,4,22,4,16,10,14,2,0,11,15,3,12,2,3,1,3,,,,,0,,3,0,0.45,2,3,1
Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.ensureMinIdle(),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,9,2,5,0,3,3,0,3,7,3,4,3,3,1,1,,,,,0,,1,0,0,3,3,1
Private Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.ensureMinIdle(K),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,32,3,10,3,6,19,3,3,0,6,9,4,5,3,4,1,0,,,,,0,,2,0,1.9,3,4,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.evict(),,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,12,128,9,99,13,75,20,37,1685,3,47,68,13,55,19,21,10,16,,,,,16,,6,11,0.2,19,21,10
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.getFactory(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,2,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.getMaxIdlePerKey(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,18,0,3,1,1,15,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,5,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.getMaxTotalPerKey(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,6,12,0,3,1,1,9,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,3,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.getMinIdlePerKey(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,6,23,0,7,2,4,16,2,2,0,3,5,2,3,2,2,1,1,,,,,0,,1,0,2.29,2,2,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.getNumActive(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.getNumActive(K),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,9,8,0,8,2,5,0,6,2,0,3,5,2,3,2,2,1,1,,,,,0,,1,0,0,2,2,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.getNumActivePerKey(),,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,18,1,17,6,12,0,14,4,1,7,11,6,5,4,5,1,0,,,,,0,,3,0,0,4,5,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.getNumIdle(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,18,10,2,8,3,5,0,7,2,0,4,6,3,3,2,2,1,0,,,,,0,,1,0,0,2,2,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.getNumIdle(K),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,12,4,0,4,2,2,0,4,1,0,2,3,2,1,2,2,1,0,,,,,0,,0,0,0,2,2,1
Private Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.getNumTests(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,8,3,5,6,6,2,0,4,6,3,3,2,2,1,1,,,,,0,,1,0,0.75,2,2,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.getNumWaiters(),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,22,3,10,3,6,9,8,3,0,4,7,3,4,3,3,1,0,,,,,0,,2,0,0.9,3,3,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.getNumWaitersByKey(),,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,25,1,16,4,11,8,10,4,1,6,11,5,6,4,4,1,1,,,,,0,,3,0,0.5,4,4,1
Private Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.hasBorrowWaiters(),,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,2,20,0,13,4,7,7,5,4,1,4,9,4,5,4,4,4,4,,,,,4,,3,4,0.54,4,4,4
Public Method,"org.apache.commons.pool2.impl.GenericKeyedObjectPool.invalidateObject(K,T)",,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,6,32,2,16,3,10,14,7,8,1,5,10,3,7,4,4,1,0,,,,,0,,1,0,0.88,4,4,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.listAllObjects(),,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,29,1,17,7,10,11,10,4,1,7,13,7,6,4,4,1,0,,,,,0,,3,0,0.65,4,4,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.preparePool(K),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,15,0,7,2,4,8,2,2,0,3,5,2,3,2,2,1,1,,,,,0,,1,0,1.14,2,2,1
Private Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.register(K),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,42,0,27,3,22,15,11,3,0,16,20,3,17,3,3,1,2,,,,,0,,3,0,0.56,3,3,1
Public Method,"org.apache.commons.pool2.impl.GenericKeyedObjectPool.returnObject(K,T)",,12,,,12,,,,,,,,,,,,,,,,,,,,,,,,,36,96,10,61,7,46,25,23,56,2,25,38,6,32,12,15,3,11,,,,,2,,3,2,0.41,12,15,3
Private Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.reuseCapacity(),,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,,3,49,2,32,10,24,15,12,16,1,16,24,11,13,7,8,1,1,,,,,0,,3,0,0.47,7,8,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.setConfig(GenericKeyedObjectPoolConfig<T>),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,14,0,7,1,5,7,9,1,0,5,6,1,5,1,1,1,0,,,,,0,,0,0,1,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.setMaxIdlePerKey(int),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,16,19,0,3,1,1,16,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,5.33,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.setMaxTotalPerKey(int),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,30,12,0,3,1,1,9,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,3,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.setMinIdlePerKey(int),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,21,0,3,1,1,18,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,6,1,1,1
Protected Method,org.apache.commons.pool2.impl.GenericKeyedObjectPool.toStringAppendFields(StringBuilder),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,12,25,0,25,1,23,0,2,1,0,23,24,1,23,1,1,1,0,,,,,0,,0,0,0,1,1,1
Private Method,"org.apache.commons.pool2.impl.GenericKeyedObjectPool.whenWaitersAddObject(K,LinkedBlockingDeque<PooledObject>)",,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,14,0,9,1,5,5,3,3,0,2,5,1,4,3,3,1,1,,,,,0,,2,0,0.56,3,3,1
Public Generic Class,org.apache.commons.pool2.impl.GenericKeyedObjectPoolConfig,4,,72,72,12,1,1,1,1,10,0,6,1,0,0,,0,4,,,,11,4,11,50,0,0,1,10,,180,20,57,23,29,104,,,,27,40,20,20,,,,,2,2,2,1,,3,1,,1.82,12,12,11
Public Constructor,org.apache.commons.pool2.impl.GenericKeyedObjectPoolConfig.GenericKeyedObjectPoolConfig(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,10,5,0,2,1,0,3,1,1,0,0,1,1,0,1,1,1,0,,,,,0,,0,0,1.5,1,1,1
TypeVariable,org.apache.commons.pool2.impl.GenericKeyedObjectPoolConfig.T,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,,,,,0,0,0,0,,1,0,,0,0,0,0
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolConfig.clone(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,7,1,4,1,2,2,0,2,4,1,3,2,2,1,1,,,,,0,,1,0,0.14,2,2,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolConfig.getMaxIdlePerKey(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,3,1,1,9,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,3,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolConfig.getMaxTotal(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,3,1,1,9,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,3,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolConfig.getMaxTotalPerKey(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,3,1,1,9,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,3,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolConfig.getMinIdlePerKey(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,3,1,1,9,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,3,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolConfig.setMaxIdlePerKey(int),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,12,0,3,1,1,9,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,3,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolConfig.setMaxTotal(int),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,12,0,3,1,1,9,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,3,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolConfig.setMaxTotalPerKey(int),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,12,0,3,1,1,9,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,3,1,1,1
Public Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolConfig.setMinIdlePerKey(int),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,12,0,3,1,1,9,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,3,1,1,1
Protected Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolConfig.toStringAppendFields(StringBuilder),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,11,0,11,1,9,0,2,1,0,9,10,1,9,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Generic Interface,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,,,33,0,33,33,33,0,0,0,,205,35,35,34,0,135,,,,33,34,34,0,,,,,0,0,0,0,,0,0,,3.86,0,0,0
TypeVariable,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.K,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,,,,,0,0,0,0,,1,0,,0,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getBlockWhenExhausted(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getBorrowedCount(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getCreatedCount(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getCreationStackTrace(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getDestroyedByBorrowValidationCount(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getDestroyedByEvictorCount(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getDestroyedCount(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getFairness(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getLifo(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getMaxBorrowWaitTimeMillis(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getMaxIdlePerKey(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getMaxTotal(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getMaxTotalPerKey(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getMaxWaitMillis(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getMeanActiveTimeMillis(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getMeanBorrowWaitTimeMillis(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getMeanIdleTimeMillis(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getMinEvictableIdleTimeMillis(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
Abstract Method,org.apache.commons.pool2.impl.GenericKeyedObjectPoolMXBean.getMinIdlePerKey(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4,0,0,0
