Kind,Name,AvgLineCode,Cyclomatic,PercentLackOfCohesionModified,PercentLackOfCohesion,SumCyclomatic,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,RatioCommentToCode,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Abstract Method,org.apache.commons.pool2.PooledObjectFactory.destroyObject(PooledObject<T>),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,7,21,0,1,1,0,20,0,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,20,0,0,0
Abstract Method,org.apache.commons.pool2.PooledObjectFactory.makeObject(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6,10,0,1,1,0,9,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,9,0,0,0
Abstract Method,org.apache.commons.pool2.PooledObjectFactory.passivateObject(PooledObject<T>),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,9,11,0,1,1,0,10,0,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,10,0,0,0
Abstract Method,org.apache.commons.pool2.PooledObjectFactory.validateObject(PooledObject<T>),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,10,9,0,1,1,0,8,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,8,0,0,0
Public Enum Type,org.apache.commons.pool2.PooledObjectState,0,,,,2,1,1,1,1,0,0,0,1,0,0,,0,0,,,,2,10,2,2,0,0,0,2,,68,9,12,11,0,47,,,,0,1,1,0,,,,,1,1,1,1,,1,0,,3.92,2,2,2
Public Method,org.apache.commons.pool2.PooledObjectState.valueOf(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.PooledObjectState.values(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Class,org.apache.commons.pool2.PrivateException,3,,0,0,1,1,1,1,1,3,0,0,1,0,0,,0,1,,,,1,0,1,1,0,0,0,1,,10,1,6,3,2,3,,,,2,4,3,1,,,,,1,1,1,1,,2,0,,0.5,1,1,1
Public Constructor,org.apache.commons.pool2.PrivateException.PrivateException(String),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,11,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Interface,org.apache.commons.pool2.SwallowedExceptionListener,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,,,1,0,1,1,1,0,0,0,,10,1,3,2,0,6,,,,1,2,2,0,,,,,0,0,0,0,,0,0,,2,0,0,0
Abstract Method,org.apache.commons.pool2.SwallowedExceptionListener.onSwallowException(Exception),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,1,1,0,6,0,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,6,0,0,0
Public Class,org.apache.commons.pool2.TestBaseKeyedPoolableObjectFactory,7,,0,0,1,1,1,1,1,8,1,4,1,2,0,,0,0,,,,1,0,1,1,0,0,0,1,,25,3,20,10,7,6,,,,7,12,6,6,,,,,1,1,1,1,,1,0,,0.3,1,1,1
Private Static Class,org.apache.commons.pool2.TestBaseKeyedPoolableObjectFactory.TestFactory,3,,0,0,2,1,1,1,1,3,0,0,1,2,0,,0,0,,,,2,0,2,11,0,0,0,2,,11,0,11,6,2,0,,,,2,5,3,2,,,,,1,1,1,1,,3,0,,0,2,2,2
Public Method,org.apache.commons.pool2.TestBaseKeyedPoolableObjectFactory.TestFactory.create(Object),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestBaseKeyedPoolableObjectFactory.TestFactory.wrap(Object),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestBaseKeyedPoolableObjectFactory.testDefaultMethods(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,1,7,2,5,4,5,1,0,5,6,2,4,1,1,1,0,,,,,0,,0,0,0.57,1,1,1
Public Class,org.apache.commons.pool2.TestBaseObjectPool,14,,50,50,35,2,2,2,1,16,0,1,1,1,2,,0,0,,,,14,1,14,30,0,0,5,9,,269,21,232,47,158,26,,,,124,165,33,132,,,,,6,6,6,3,,4,2,,0.11,35,35,16
Private Static Class,org.apache.commons.pool2.TestBaseObjectPool.TestObjectPool,2,,0,0,3,1,1,1,1,2,0,0,1,0,1,,0,0,,,,3,0,3,16,0,0,0,3,,12,0,12,7,1,0,,,,1,5,4,1,,,,,1,1,1,1,,3,0,,0,3,3,3
Public Method,org.apache.commons.pool2.TestBaseObjectPool.TestObjectPool.borrowObject(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestBaseObjectPool.TestObjectPool.invalidateObject(Object),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,1,0,0,1,1,0,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestBaseObjectPool.TestObjectPool.returnObject(Object),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,1,0,0,1,1,0,1,1,1,0,,,,,0,,0,0,0,1,1,1
Protected Method,org.apache.commons.pool2.TestBaseObjectPool.getNthObject(int),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,5,11,0,6,1,3,5,3,2,0,2,4,1,3,2,2,1,0,,,,,0,,1,0,0.83,2,2,1
Protected Method,org.apache.commons.pool2.TestBaseObjectPool.isFifo(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,3,0,3,2,0,2,4,1,3,2,2,1,0,,,,,0,,1,0,0,2,2,1
Protected Method,org.apache.commons.pool2.TestBaseObjectPool.isLifo(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,3,0,3,2,0,2,4,1,3,2,2,1,0,,,,,0,,1,0,0,2,2,1
Protected Method,org.apache.commons.pool2.TestBaseObjectPool.makeEmptyPool(PooledObjectFactory<Object>),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,1,3,0,3,2,0,2,4,1,3,2,2,1,0,,,,,0,,1,0,0,2,2,1
Protected Method,org.apache.commons.pool2.TestBaseObjectPool.makeEmptyPool(int),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,8,11,0,6,1,3,5,3,2,0,2,4,1,3,2,2,1,0,,,,,0,,1,0,0.83,2,2,1
Public Method,org.apache.commons.pool2.TestBaseObjectPool.testBaseAddObject(),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,25,0,25,2,21,2,10,3,0,16,19,2,17,3,3,3,6,,,,,3,,1,3,0.08,3,3,3
Public Method,org.apache.commons.pool2.TestBaseObjectPool.testBaseBorrow(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,11,1,8,1,6,2,0,6,8,1,7,2,2,1,2,,,,,0,,1,0,0.09,2,2,1
Public Method,org.apache.commons.pool2.TestBaseObjectPool.testBaseBorrowReturn(),,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,1,37,1,36,4,29,1,9,17,1,23,29,4,25,6,6,1,2,,,,,0,,1,0,0.03,6,6,1
Public Method,org.apache.commons.pool2.TestBaseObjectPool.testBaseClear(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,23,0,23,4,20,1,10,2,0,18,20,4,16,2,2,1,2,,,,,0,,1,0,0.04,2,2,1
Public Method,org.apache.commons.pool2.TestBaseObjectPool.testBaseClosePool(),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,17,1,15,2,11,2,6,3,0,7,10,2,8,3,3,1,3,,,,,0,,1,0,0.13,3,3,1
Public Method,org.apache.commons.pool2.TestBaseObjectPool.testBaseInvalidateObject(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,20,0,20,3,17,1,8,2,0,15,17,3,14,2,2,1,2,,,,,0,,1,0,0.05,2,2,1
Public Method,org.apache.commons.pool2.TestBaseObjectPool.testBaseNumActiveNumIdle(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,22,0,22,3,19,1,8,2,0,17,19,3,16,2,2,1,2,,,,,0,,1,0,0.05,2,2,1
Public Method,org.apache.commons.pool2.TestBaseObjectPool.testClose(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,6,3,3,1,1,1,0,3,4,2,2,1,1,1,0,,,,,0,,0,0,0.17,1,1,1
Public Method,org.apache.commons.pool2.TestBaseObjectPool.testUnsupportedOperations(),,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,24,3,19,1,13,3,8,5,1,7,12,1,11,4,4,1,3,,,,,0,,2,0,0.16,4,4,1
Public Class,org.apache.commons.pool2.TestBasePoolableObjectFactory,7,,0,0,1,1,1,1,1,8,1,4,1,2,0,,0,0,,,,1,0,1,1,0,0,0,1,,25,3,20,9,7,6,,,,7,12,6,6,,,,,1,1,1,1,,1,0,,0.3,1,1,1
Private Static Class,org.apache.commons.pool2.TestBasePoolableObjectFactory.TestFactory,3,,0,0,2,1,1,1,1,3,0,0,1,2,0,,0,0,,,,2,0,2,11,0,0,0,2,,10,0,10,5,2,0,,,,2,5,3,2,,,,,1,1,1,1,,3,0,,0,2,2,2
Public Method,org.apache.commons.pool2.TestBasePoolableObjectFactory.TestFactory.create(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestBasePoolableObjectFactory.TestFactory.wrap(Object),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestBasePoolableObjectFactory.testDefaultMethods(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,1,7,2,5,4,5,1,0,5,6,2,4,1,1,1,0,,,,,0,,0,0,0.57,1,1,1
Public Abstract Class,org.apache.commons.pool2.TestKeyedObjectPool,25,,77,77,49,2,2,2,1,30,2,3,1,10,1,,0,1,,,,24,3,24,24,0,2,6,16,,772,94,606,140,436,94,,,,394,474,114,360,,,,,6,6,6,3,,1,2,,0.16,49,49,20
Protected Static Class,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory,4,,77,82,25,1,1,1,1,4,0,0,2,4,0,,0,0,,,,20,7,20,20,0,0,0,20,,125,20,103,38,46,2,,,,46,72,33,39,,,,,2,2,2,1,,1,1,,0.02,25,25,20
Public Constructor,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.FailingKeyedPooledObjectFactory(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,7,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,"org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.activateObject(Object,PooledObject<Object>)",,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,1,3,0,4,2,0,2,4,1,3,2,2,1,0,,,,,0,,1,0,0,2,2,1
Public Method,"org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.destroyObject(Object,PooledObject<Object>)",,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,1,3,0,4,2,0,2,4,1,3,2,2,1,0,,,,,0,,1,0,0,2,2,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.getCurrentCount(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.getMethodCalls(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.isActivateObjectFail(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.isDestroyObjectFail(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.isMakeObjectFail(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.isPassivateObjectFail(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.isValidateObjectFail(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.makeObject(Object),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,13,0,11,4,8,2,7,2,0,7,9,4,5,2,2,1,0,,,,,0,,1,0,0.18,2,2,1
Public Method,"org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.passivateObject(Object,PooledObject<Object>)",,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,6,1,3,0,4,2,0,2,4,1,3,2,2,1,0,,,,,0,,1,0,0,2,2,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.reset(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,9,1,7,0,8,1,0,7,8,1,7,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.setActivateObjectFail(boolean),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.setCurrentCount(int),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.setDestroyObjectFail(boolean),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.setMakeObjectFail(boolean),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.setPassivateObjectFail(boolean),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.setValidateObjectFail(boolean),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,"org.apache.commons.pool2.TestKeyedObjectPool.FailingKeyedPooledObjectFactory.validateObject(Object,PooledObject<Object>)",,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,10,0,10,3,7,0,7,2,0,6,8,3,5,2,2,1,0,,,,,0,,1,0,0,2,2,1
Private Static Class,org.apache.commons.pool2.TestKeyedObjectPool.TestFactory,3,,0,0,2,1,1,1,1,3,0,0,1,2,0,,0,0,,,,2,0,2,11,0,0,0,2,,11,0,11,6,2,0,,,,2,5,3,2,,,,,1,1,1,1,,3,0,,0,2,2,2
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.TestFactory.create(Object),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.TestFactory.wrap(Object),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Private Method,"org.apache.commons.pool2.TestKeyedObjectPool.clear(FailingKeyedPooledObjectFactory,List<MethodCall>)",,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,7,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,0,,,,,0,,0,0,0,1,1,1
Protected Abstract Method,"org.apache.commons.pool2.TestKeyedObjectPool.getNthObject(Object,int)",,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,10,0,1,1,0,9,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,9,0,0,0
Protected Abstract Method,org.apache.commons.pool2.TestKeyedObjectPool.isFifo(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,0,0,0,0
Protected Abstract Method,org.apache.commons.pool2.TestKeyedObjectPool.isLifo(),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,0,0,0,0
Protected Abstract Method,"org.apache.commons.pool2.TestKeyedObjectPool.makeEmptyPool(KeyedPooledObjectFactory<Object,Object>)",,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8,11,0,2,2,0,9,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,4.5,0,0,0
Protected Abstract Method,org.apache.commons.pool2.TestKeyedObjectPool.makeEmptyPool(int),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,7,11,0,1,1,0,10,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,10,0,0,0
Protected Abstract Method,org.apache.commons.pool2.TestKeyedObjectPool.makeKey(int),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,0,0,0,0
Private Method,"org.apache.commons.pool2.TestKeyedObjectPool.reset(KeyedObjectPool<Object,Object>,FailingKeyedPooledObjectFactory,List<MethodCall>)",,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,9,5,0,5,1,3,0,3,1,0,3,4,1,3,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.tearDown(),,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testBaseAddObject(),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,34,0,34,3,30,2,13,3,0,25,28,3,25,3,3,3,6,,,,,3,,1,3,0.06,3,3,3
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testBaseBorrow(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,16,0,16,3,13,1,7,2,0,11,13,3,10,2,2,1,2,,,,,0,,1,0,0.06,2,2,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testBaseBorrowReturn(),,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,1,37,0,37,5,30,1,10,17,1,24,30,5,25,6,6,1,2,,,,,0,,1,0,0.03,6,6,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testBaseClear(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,24,0,24,5,21,1,11,2,0,19,21,5,16,2,2,1,2,,,,,0,,1,0,0.04,2,2,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testBaseInvalidateObject(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,21,0,21,4,18,1,9,2,0,16,18,4,14,2,2,1,2,,,,,0,,1,0,0.05,2,2,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testBaseNumActiveNumIdle(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,27,2,25,4,22,1,9,2,0,20,22,4,18,2,2,1,2,,,,,0,,1,0,0.04,2,2,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testBaseNumActiveNumIdle2(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,57,9,48,7,45,1,11,2,0,43,45,7,38,2,2,1,2,,,,,0,,1,0,0.02,2,2,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testClosedPoolBehavior(),,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,40,5,32,4,26,4,14,5,1,21,25,4,21,4,4,1,4,,,,,0,,1,0,0.12,4,4,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testKPOFAddObjectUsage(),,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,3,46,5,35,4,29,7,15,5,1,24,28,4,24,4,4,1,4,,,,,0,,1,0,0.2,4,4,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testKPOFBorrowObjectUsages(),,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,3,86,10,61,5,52,17,20,17,1,45,51,5,46,6,6,1,5,,,,,0,,1,0,0.28,6,6,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testKPOFClearUsages(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,21,2,17,4,13,3,7,2,0,12,14,4,10,2,2,1,2,,,,,0,,1,0,0.18,2,2,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testKPOFCloseUsages(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,21,2,17,4,12,3,6,2,0,10,13,4,9,2,2,1,2,,,,,0,,1,0,0.18,2,2,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testKPOFInvalidateObjectUsages(),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,37,4,29,5,23,6,15,3,0,21,24,5,19,3,3,1,3,,,,,0,,1,0,0.21,3,3,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testKPOFReturnObjectUsages(),,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,56,5,46,5,39,10,18,4,1,36,40,5,35,4,4,1,3,,,,,0,,2,0,0.22,4,4,1
Public Method,org.apache.commons.pool2.TestKeyedObjectPool.testToString(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,9,3,5,1,3,2,0,3,5,2,3,2,2,1,2,,,,,0,,1,0,0.11,2,2,1
Public Abstract Class,org.apache.commons.pool2.TestObjectPool,26,,81,81,41,3,3,3,1,33,2,4,1,9,0,,3,0,,,,9,2,12,12,1,2,1,8,,407,44,306,50,232,72,,,,193,235,42,193,,,,,10,10,10,3,,1,2,,0.24,41,41,13
Private Static Method,"org.apache.commons.pool2.TestObjectPool.clear(MethodCallPoolableObjectFactory,List<MethodCall>)",,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,7,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,0,,,,,0,,0,0,0,1,1,1
Protected Abstract Method,org.apache.commons.pool2.TestObjectPool.makeEmptyPool(PooledObjectFactory<Object>),,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8,14,0,1,1,0,13,1,0,0,1,1,1,0,0,0,0,0,,,,,0,,0,0,13,0,0,0
Static Method,org.apache.commons.pool2.TestObjectPool.removeDestroyObjectCall(List<MethodCall>),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,7,9,0,9,3,5,0,6,3,0,3,6,3,3,3,3,1,0,,,,,0,,2,0,0,3,3,1
Private Static Method,"org.apache.commons.pool2.TestObjectPool.reset(ObjectPool<Object>,MethodCallPoolableObjectFactory,List<MethodCall>)",,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,9,5,0,5,1,3,0,3,1,0,3,4,1,3,1,1,1,0,,,,,0,,0,0,0,1,1,1
Public Method,org.apache.commons.pool2.TestObjectPool.testClosedPoolBehavior(),,10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,0,50,4,43,4,31,4,11,257,2,20,30,4,26,10,10,1,4,,,,,0,,1,0,0.09,10,10,1
Public Method,org.apache.commons.pool2.TestObjectPool.testPOFAddObjectUsage(),,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2,60,5,47,4,39,9,16,17,1,30,36,4,32,6,6,1,4,,,,,0,,1,0,0.19,6,6,1
Public Method,org.apache.commons.pool2.TestObjectPool.testPOFBorrowObjectUsages(),,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2,82,9,60,5,51,16,21,17,1,44,50,5,45,6,6,1,5,,,,,0,,1,0,0.27,6,6,1
Public Method,org.apache.commons.pool2.TestObjectPool.testPOFClearUsages(),,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,21,2,17,4,13,3,6,2,0,12,14,4,10,2,2,1,2,,,,,0,,1,0,0.18,2,2,1
Public Method,org.apache.commons.pool2.TestObjectPool.testPOFCloseUsages(),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,0,26,3,21,4,16,4,5,3,0,13,16,4,12,3,3,3,4,,,,,3,,1,3,0.19,3,3,3
Public Method,org.apache.commons.pool2.TestObjectPool.testPOFInvalidateObjectUsages(),,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,0,37,4,29,5,23,6,14,3,0,21,24,5,19,3,3,1,3,,,,,0,,1,0,0.21,3,3,1
